Altitude,Mach,CL,LOD,CD Total
0,0.2,0.101569024,0.023089983,0.023089983
0,0.2,0.203138048,0.023318731,0.023318731
0,0.2,0.304707071,0.024496909,0.024496909
0,0.2,0.406276095,0.026658813,0.026658813
0,0.2,0.507845119,0.029845567,0.029845567
0,0.2,0.609414143,0.034120312,0.034120312
0,0.2,0.710983166,0.039549597,0.039549597
0,0.2,0.81255219,0.046198725,0.046198725
0,0.2,0.914121214,0.054131486,0.054131486
0,0.2,1.218828285,0.086241109,0.086241109
0,0.2,1.439390485,0.117918261,0.117918261
