Rating,DISA [K],Altitude [ft],Mach,Thrust [N],Fuel Flow [kg/s],SFC [kg/s/N]
21,5,0,0,4788.266003,0.09013573,1.88E-05
55,5,0,0.1,137061.8866,1.377558958,1.01E-05
50,5,0,0.1,112308.5479,1.087045644,9.68E-06
45,5,0,0.1,102797.9748,0.981506045,9.55E-06
40,5,0,0.1,92659.89998,0.879357252,9.49E-06
21,5,0,0.1,2698.970458,0.089457554,3.31E-05
55,5,0,0.2,126910.4417,1.380266359,1.09E-05
50,5,0,0.2,102543.0522,1.096517553,1.07E-05
45,5,0,0.2,93460.32123,0.990755152,1.06E-05
40,5,0,0.2,83696.60823,0.886437995,1.06E-05
21,5,0,0.2,1301.353022,0.087299722,6.71E-05
55,5,0,0.3,119499.8603,1.416218764,1.19E-05
50,5,0,0.3,94185.87012,1.107854237,1.18E-05
45,5,0,0.3,85534.54657,1.002468108,1.17E-05
40,5,0,0.3,76139.84744,0.895462972,1.18E-05
21,5,0,0.3,239.7697902,0.085419325,0.000356256
55,5,0,0.4,112089.2788,1.440018748,1.28E-05
50,5,0,0.4,87308.30857,1.124286851,1.29E-05
45,5,0,0.4,78902.99425,1.017252774,1.29E-05
40,5,0,0.4,69752.52157,0.906080124,1.30E-05
21,5,0,0.4,-793.2904976,0.083908843,-0.000105773
55,5,0,0.5,104678.6973,1.454771829,1.39E-05
50,5,0,0.5,81637.61826,1.145905187,1.40E-05
45,5,0,0.5,73374.91793,1.035167011,1.41E-05
40,5,0,0.5,64450.84507,0.920148244,1.43E-05
21,5,0,0.5,-1789.806064,0.083292319,-4.65E-05
50,5,0,0.6,76863.61362,1.168696537,1.52E-05
45,5,0,0.6,68627.65345,1.053639323,1.54E-05
40,5,0,0.6,59965.63381,0.936518673,1.56E-05
21,5,0,0.6,-2786.321556,0.083353972,-2.99E-05
50,5,0,0.7,72709.98006,1.196706725,1.65E-05
45,5,0,0.7,64712.89837,1.078274225,1.67E-05
40,5,0,0.7,55931.43949,0.953622572,1.70E-05
21,5,0,0.7,-3782.837049,0.083415624,-2.21E-05
50,5,0,0.8,68556.3465,1.217684702,1.78E-05
45,5,0,0.8,60798.14328,1.097661478,1.81E-05
40,5,0,0.8,51897.24517,0.963507163,1.86E-05
21,5,0,0.8,-4779.352542,0.083477276,-1.75E-05
50,5,0,0.9,64402.71294,1.228658988,1.91E-05
45,5,0,0.9,56883.38819,1.111726748,1.95E-05
40,5,0,0.9,47863.05084,0.968840253,2.02E-05
21,5,0,0.9,-5775.868035,0.083538929,-1.45E-05
50,5,0,1,60249.07937,1.23863797,2.06E-05
45,5,0,1,52968.6331,1.117096665,2.11E-05
40,5,0,1,43828.85652,0.967982545,2.21E-05
21,5,0,1,-6772.383527,0.083600581,-1.23E-05
55,5,5000,0,122628.4555,1.124328321,9.17E-06
50,5,5000,0,113110.7518,1.004283239,8.88E-06
45,5,5000,0,103630.4842,0.884738324,8.54E-06
40,5,5000,0,93560.15106,0.787694401,8.42E-06
21,5,5000,0,5315.937937,0.086806503,1.63E-05
55,5,5000,0.1,114439.7362,1.152809408,1.01E-05
50,5,5000,0.1,104553.91,1.025109985,9.80E-06
45,5,5000,0.1,94734.93417,0.897680906,9.48E-06
40,5,5000,0.1,84769.7788,0.796178906,9.39E-06
21,5,5000,0.1,3256.947896,0.086313284,2.65E-05
55,5,5000,0.2,106251.0169,1.166543047,1.10E-05
50,5,5000,0.2,96237.72948,1.034598539,1.08E-05
45,5,5000,0.2,86547.10621,0.906917629,1.05E-05
40,5,5000,0.2,77063.27327,0.804544273,1.04E-05
21,5,5000,0.2,1850.417072,0.084648671,4.57E-05
55,5,5000,0.3,100011.6531,1.189807441,1.19E-05
50,5,5000,0.3,89114.1587,1.044381572,1.17E-05
45,5,5000,0.3,79459.18898,0.915549093,1.15E-05
40,5,5000,0.3,70469.15714,0.812675657,1.15E-05
21,5,5000,0.3,718.4182005,0.08199762,0.000114136
55,5,5000,0.4,93772.28937,1.200320492,1.28E-05
50,5,5000,0.4,83026.32231,1.055496564,1.27E-05
45,5,5000,0.4,73647.66725,0.929103549,1.26E-05
40,5,5000,0.4,64992.77836,0.823699962,1.27E-05
21,5,5000,0.4,-331.5776197,0.078853351,-0.000237813
55,5,5000,0.5,87532.9256,1.205732101,1.38E-05
50,5,5000,0.5,77806.64886,1.070904107,1.38E-05
45,5,5000,0.5,68955.66573,0.948242613,1.38E-05
40,5,5000,0.5,60395.25863,0.837451088,1.39E-05
21,5,5000,0.5,-1345.919888,0.074722643,-5.55E-05
50,5,5000,0.6,73649.44988,1.093590463,1.48E-05
45,5,5000,0.6,64966.03827,0.969175133,1.49E-05
40,5,5000,0.6,56464.4594,0.8529866,1.51E-05
21,5,5000,0.6,-2283.607153,0.071824983,-3.15E-05
50,5,5000,0.7,70360.41385,1.123252403,1.60E-05
45,5,5000,0.7,61500.51734,0.991369902,1.61E-05
40,5,5000,0.7,53205.72887,0.872031732,1.64E-05
21,5,5000,0.7,-3221.294417,0.068927323,-2.14E-05
50,5,5000,0.8,67420.78221,1.153813902,1.71E-05
45,5,5000,0.8,58737.37053,1.0184715,1.73E-05
40,5,5000,0.8,50253.6185,0.892479504,1.78E-05
21,5,5000,0.8,-4158.981682,0.066029663,-1.59E-05
50,5,5000,0.9,64982.08227,1.191265569,1.83E-05
45,5,5000,0.9,56154.2739,1.04686004,1.86E-05
40,5,5000,0.9,47351.42298,0.910580881,1.92E-05
21,5,5000,0.9,-5096.668946,0.063132002,-1.24E-05
50,5,5000,1,62543.38233,1.224950971,1.96E-05
45,5,5000,1,53571.17726,1.071973283,2.00E-05
40,5,5000,1,44449.22745,0.924067694,2.08E-05
21,5,5000,1,-6034.356211,0.060234342,-9.98E-06
55,5,10000,0,103683.9644,0.965986924,9.32E-06
50,5,10000,0,99040.0951,0.893576812,9.02E-06
45,5,10000,0,92303.36498,0.788533505,8.54E-06
40,5,10000,0,84564.77124,0.711789389,8.42E-06
21,5,10000,0,5970.179788,0.084956933,1.42E-05
55,5,10000,0.1,97018.54124,0.994766353,1.03E-05
50,5,10000,0.1,92392.49871,0.920773644,9.97E-06
45,5,10000,0.1,85165.53277,0.805179639,9.45E-06
40,5,10000,0.1,77182.71244,0.720483759,9.33E-06
21,5,10000,0.1,3936.147204,0.084340409,2.14E-05
55,5,10000,0.2,90353.11808,1.007882654,1.12E-05
50,5,10000,0.2,85283.18937,0.926668378,1.09E-05
45,5,10000,0.2,78314.71131,0.815072028,1.04E-05
40,5,10000,0.2,70460.24375,0.727236956,1.03E-05
21,5,10000,0.2,2510.006898,0.08304571,3.31E-05
55,5,10000,0.3,85411.54199,1.027671408,1.20E-05
50,5,10000,0.3,79555.4534,0.936292608,1.18E-05
45,5,10000,0.3,72496.05897,0.826196881,1.14E-05
40,5,10000,0.3,64659.41811,0.733841753,1.13E-05
21,5,10000,0.3,1370.877345,0.080887878,5.90E-05
55,5,10000,0.4,80469.96591,1.035090006,1.29E-05
50,5,10000,0.4,74842.05976,0.949558098,1.27E-05
45,5,10000,0.4,67329.86577,0.835391652,1.24E-05
40,5,10000,0.4,59883.63076,0.744013723,1.24E-05
21,5,10000,0.4,363.6657575,0.078298479,0.000215303
55,5,10000,0.5,75528.38983,1.034660001,1.37E-05
50,5,10000,0.5,70911.26053,0.966254824,1.36E-05
45,5,10000,0.5,63035.40078,0.849596004,1.35E-05
40,5,10000,0.5,55990.26779,0.757958609,1.35E-05
21,5,10000,0.5,-588.282869,0.074784296,-0.000127123
50,5,10000,0.6,67527.74272,0.984931788,1.46E-05
45,5,10000,0.6,59662.57899,0.868683037,1.46E-05
40,5,10000,0.6,52710.14507,0.773508763,1.47E-05
21,5,10000,0.6,-1490.316655,0.070715241,-4.74E-05
50,5,10000,0.7,64504.32532,1.006642532,1.56E-05
45,5,10000,0.7,56924.38964,0.892119183,1.57E-05
40,5,10000,0.7,49877.47394,0.79097894,1.59E-05
21,5,10000,0.7,-2392.350441,0.066646186,-2.79E-05
50,5,10000,0.8,62265.28511,1.038483467,1.67E-05
45,5,10000,0.8,54460.73232,0.91551091,1.68E-05
40,5,10000,0.8,47535.03856,0.811636136,1.71E-05
21,5,10000,0.8,-3294.384228,0.062577131,-1.90E-05
50,5,10000,0.9,60140.33601,1.069585291,1.78E-05
45,5,10000,0.9,52480.17999,0.944514898,1.80E-05
40,5,10000,0.9,45356.60928,0.83359578,1.84E-05
21,5,10000,0.9,-4196.418014,0.058508076,-1.39E-05
50,5,10000,1,58298.8324,1.106415638,1.90E-05
45,5,10000,1,50463.97411,0.972874902,1.93E-05
40,5,10000,1,43046.26197,0.852785494,1.98E-05
21,5,10000,1,-5098.4518,0.054439022,-1.07E-05
50,5,15000,0,85333.10428,0.774540656,9.08E-06
45,5,15000,0,80951.2882,0.699168677,8.64E-06
40,5,15000,0,75795.79102,0.643984716,8.50E-06
21,5,15000,0,6866.865454,0.086806503,1.26E-05
50,5,15000,0.1,80216.82593,0.806496139,1.01E-05
45,5,15000,0.1,75423.21195,0.72133763,9.56E-06
40,5,15000,0.1,69945.05054,0.657963303,9.41E-06
21,5,15000,0.1,4848.877012,0.086436589,1.78E-05
50,5,15000,0.2,74399.95629,0.815444325,1.10E-05
45,5,15000,0.2,69634.86504,0.729358534,1.05E-05
40,5,15000,0.2,64302.88304,0.66467861,1.03E-05
21,5,15000,0.2,3379.952473,0.085265195,2.52E-05
50,5,15000,0.3,69832.74199,0.83022383,1.19E-05
45,5,15000,0.3,64933.95014,0.740468406,1.14E-05
40,5,15000,0.3,59503.92094,0.671635041,1.13E-05
21,5,15000,0.3,2212.300123,0.083292319,3.76E-05
50,5,15000,0.4,66303.04477,0.846658721,1.28E-05
45,5,15000,0.4,61017.41227,0.752227631,1.23E-05
40,5,15000,0.4,55280.76305,0.677414899,1.23E-05
21,5,15000,0.4,1224.697945,0.080579616,6.58E-05
50,5,15000,0.5,63486.41771,0.864990692,1.36E-05
45,5,15000,0.5,57762.24708,0.766955184,1.33E-05
40,5,15000,0.5,51742.15238,0.686346992,1.33E-05
21,5,15000,0.5,329.7949128,0.077127085,0.000233864
50,5,15000,0.6,61336.51123,0.888420819,1.45E-05
45,5,15000,0.6,54885.00908,0.782988599,1.43E-05
40,5,15000,0.6,48948.70007,0.700623355,1.43E-05
21,5,15000,0.6,-549.0639768,0.073242987,-0.000133396
50,5,15000,0.7,59462.91934,0.913425311,1.54E-05
45,5,15000,0.7,52391.04626,0.801483344,1.53E-05
40,5,15000,0.7,46675.78901,0.719080437,1.54E-05
21,5,15000,0.7,-1556.275638,0.068187495,-4.38E-05
50,5,15000,0.8,57309.44759,0.933926425,1.63E-05
45,5,15000,0.8,50570.93469,0.826733434,1.63E-05
40,5,15000,0.8,44679.19261,0.738038905,1.65E-05
21,5,15000,0.8,-2563.487299,0.063132002,-2.46E-05
50,5,15000,0.9,55674.73431,0.9647681,1.73E-05
45,5,15000,0.9,48798.95533,0.851419574,1.74E-05
40,5,15000,0.9,43049.82731,0.760975447,1.77E-05
21,5,15000,0.9,-3570.69896,0.05807651,-1.63E-05
50,5,15000,1,54050.71699,0.996668347,1.84E-05
45,5,15000,1,47305.07348,0.881012722,1.86E-05
40,5,15000,1,41388.37394,0.784214007,1.89E-05
21,5,15000,1,-4577.910621,0.053021018,-1.16E-05
50,5,20000,0,72275.00727,0.661179607,9.15E-06
45,5,20000,0,69132.15056,0.605426038,8.76E-06
40,5,20000,0,66035.64343,0.569430241,8.62E-06
21,5,20000,0,6512.113158,0.090443992,1.39E-05
50,5,20000,0.1,68415.51507,0.694705584,1.02E-05
45,5,20000,0.1,64917.90607,0.6307035,9.72E-06
40,5,20000,0.1,61550.43225,0.587853933,9.55E-06
21,5,20000,0.1,5417.550471,0.088964335,1.64E-05
50,5,20000,0.2,63801.95126,0.704418915,1.10E-05
45,5,20000,0.2,60186.68566,0.636868734,1.06E-05
40,5,20000,0.2,56808.51575,0.592053449,1.04E-05
21,5,20000,0.2,4322.987785,0.087484679,2.02E-05
50,5,20000,0.3,60247.29652,0.719966599,1.20E-05
45,5,20000,0.3,56439.50202,0.647966156,1.15E-05
40,5,20000,0.3,52936.54489,0.599928274,1.13E-05
21,5,20000,0.3,3228.425098,0.086005023,2.66E-05
50,5,20000,0.4,57678.46132,0.741126037,1.28E-05
45,5,20000,0.4,53519.47979,0.661539433,1.24E-05
40,5,20000,0.4,49829.34174,0.609674287,1.22E-05
21,5,20000,0.4,2231.909532,0.084217105,3.77E-05
50,5,20000,0.5,55913.61271,0.76824501,1.37E-05
45,5,20000,0.5,51189.52306,0.676955639,1.32E-05
40,5,20000,0.5,47110.7618,0.619230732,1.31E-05
21,5,20000,0.5,1354.833276,0.081504401,6.02E-05
50,5,20000,0.6,54646.13061,0.794372896,1.45E-05
45,5,20000,0.6,49376.54217,0.69667151,1.41E-05
40,5,20000,0.6,44846.76413,0.631338011,1.41E-05
21,5,20000,0.6,511.6277915,0.077928565,0.000152315
50,5,20000,0.7,53631.78827,0.81949519,1.53E-05
45,5,20000,0.7,47809.57051,0.717054713,1.50E-05
40,5,20000,0.7,42739.64181,0.642825748,1.50E-05
21,5,20000,0.7,-443.8861754,0.073304639,-0.000165143
50,5,20000,0.8,52654.88219,0.846088086,1.61E-05
45,5,20000,0.8,46007.2858,0.734284241,1.60E-05
40,5,20000,0.8,41235.06379,0.662325587,1.61E-05
21,5,20000,0.8,-1463.576491,0.067817581,-4.63E-05
50,5,20000,0.9,51601.32102,0.874164034,1.69E-05
45,5,20000,0.9,44632.84304,0.757707825,1.70E-05
40,5,20000,0.9,39796.44475,0.681542009,1.71E-05
21,5,20000,0.9,-2483.266807,0.062330522,-2.51E-05
50,5,20000,1,50258.96655,0.902142439,1.79E-05
45,5,20000,1,43313.66324,0.78301527,1.81E-05
40,5,20000,1,38569.96418,0.705019412,1.83E-05
21,5,20000,1,-3502.957123,0.056843463,-1.62E-05
50,5,25000,0,59860.45601,0.54928809,9.18E-06
45,5,25000,0,57719.46285,0.511114821,8.86E-06
40,5,25000,0,55976.00643,0.488696337,8.73E-06
21,5,25000,0,8920.507521,0.087423027,9.80E-06
50,5,25000,0.1,56842.38659,0.57941497,1.02E-05
45,5,25000,0.1,54519.56062,0.536979829,9.85E-06
40,5,25000,0.1,52596.05388,0.510349459,9.70E-06
21,5,25000,0.1,6968.477988,0.087176417,1.25E-05
50,5,25000,0.2,53047.07074,0.586239454,1.11E-05
45,5,25000,0.2,50822.29189,0.545017302,1.07E-05
40,5,25000,0.2,48795.38999,0.515623805,1.06E-05
21,5,25000,0.2,5460.33463,0.086436589,1.58E-05
50,5,25000,0.3,50162.70206,0.597565008,1.19E-05
45,5,25000,0.3,47986.05542,0.556104161,1.16E-05
40,5,25000,0.3,45747.01513,0.52259295,1.14E-05
21,5,25000,0.3,4339.03178,0.088224507,2.03E-05
50,5,25000,0.4,48199.97644,0.615116128,1.28E-05
45,5,25000,0.4,45939.54411,0.570900724,1.24E-05
40,5,25000,0.4,43393.88366,0.532295876,1.23E-05
21,5,25000,0.4,3328.254926,0.086621546,2.60E-05
50,5,25000,0.5,46991.32256,0.639294502,1.36E-05
45,5,25000,0.5,44422.48736,0.588167198,1.32E-05
40,5,25000,0.5,41538.11861,0.544139609,1.31E-05
21,5,25000,0.5,2440.482575,0.084710323,3.47E-05
50,5,25000,0.6,46427.99715,0.671071596,1.45E-05
45,5,25000,0.6,43331.49001,0.609128856,1.41E-05
40,5,25000,0.6,40140.50118,0.560087247,1.40E-05
21,5,25000,0.6,1600.842431,0.082367534,5.15E-05
50,5,25000,0.7,46035.80852,0.701340101,1.52E-05
45,5,25000,0.7,42441.93503,0.630101476,1.48E-05
40,5,25000,0.7,38826.66935,0.574673862,1.48E-05
21,5,25000,0.7,725.5488815,0.078853351,0.000108681
50,5,25000,0.8,45643.61996,0.727491861,1.59E-05
45,5,25000,0.8,41539.90124,0.651053813,1.57E-05
40,5,25000,0.8,37452.22667,0.587961672,1.57E-05
21,5,25000,0.8,-201.4422882,0.074167772,-0.000368184
50,5,25000,0.9,45262.1275,0.757110618,1.67E-05
45,5,25000,0.9,40502.38423,0.672010571,1.66E-05
40,5,25000,0.9,36273.87829,0.605070017,1.67E-05
21,5,25000,0.9,-1142.694893,0.068619061,-6.01E-05
50,5,25000,1,44524.09989,0.782581015,1.76E-05
45,5,25000,1,39420.30027,0.693590566,1.76E-05
40,5,25000,1,35218.53443,0.624591986,1.77E-05
21,5,25000,1,-2083.947498,0.06307035,-3.03E-05
50,5,30000,0,49235.71082,0.455565724,9.25E-06
45,5,30000,0,48196.41117,0.437115133,9.07E-06
40,5,30000,0,46454.73731,0.413522555,8.90E-06
21,5,30000,0,10089.94258,0.091677039,9.09E-06
50,5,30000,0.1,46898.62349,0.480690424,1.02E-05
45,5,30000,0.1,45788.01666,0.459930161,1.00E-05
40,5,30000,0.1,43891.25009,0.431960514,9.84E-06
21,5,30000,0.1,8219.91617,0.091368777,1.11E-05
50,5,30000,0.2,43832.42186,0.486473022,1.11E-05
45,5,30000,0.2,42759.25129,0.466091736,1.09E-05
40,5,30000,0.2,40924.87828,0.437940278,1.07E-05
21,5,30000,0.2,6715.338079,0.090628949,1.35E-05
50,5,30000,0.3,41495.33438,0.495296723,1.19E-05
45,5,30000,0.3,40468.51345,0.475929591,1.18E-05
40,5,30000,0.3,38659.09791,0.446447216,1.15E-05
21,5,30000,0.3,5494.205475,0.089395902,1.63E-05
50,5,30000,0.4,39800.01017,0.506606651,1.27E-05
45,5,30000,0.4,38782.10249,0.487026395,1.26E-05
40,5,30000,0.4,36992.29642,0.457129912,1.24E-05
21,5,30000,0.4,4454.905676,0.087731288,1.97E-05
50,5,30000,0.5,38741.10103,0.523729035,1.35E-05
45,5,30000,0.5,37790.93504,0.504906461,1.34E-05
40,5,30000,0.5,35949.43143,0.474284509,1.32E-05
21,5,30000,0.5,3542.175942,0.085820066,2.42E-05
50,5,30000,0.6,38315.04156,0.546727234,1.43E-05
45,5,30000,0.6,37297.13395,0.525894511,1.41E-05
40,5,30000,0.6,35077.70315,0.489203704,1.39E-05
21,5,30000,0.6,2674.013001,0.083600581,3.13E-05
50,5,30000,0.7,38302.5629,0.575278481,1.50E-05
45,5,30000,0.7,37143.82387,0.551208762,1.48E-05
40,5,30000,0.7,34435.93995,0.506466623,1.47E-05
21,5,30000,0.7,1918.158688,0.083600581,4.36E-05
50,5,30000,0.8,38379.21791,0.605164972,1.58E-05
45,5,30000,0.8,36892.46667,0.574002254,1.56E-05
40,5,30000,0.8,33828.04767,0.524069971,1.55E-05
21,5,30000,0.8,1099.91066,0.080517964,7.32E-05
50,5,30000,0.9,38397.04461,0.633139024,1.65E-05
45,5,30000,0.9,36749.85261,0.599880309,1.63E-05
40,5,30000,0.9,33168.45777,0.54128247,1.63E-05
21,5,30000,0.9,242.4438139,0.076140647,0.000314055
50,5,30000,1,38170.64494,0.660089504,1.73E-05
45,5,30000,1,36286.35702,0.62392371,1.72E-05
40,5,30000,1,32148.76753,0.555379315,1.73E-05
21,5,30000,1,-615.0230327,0.071763331,-0.000116684
50,5,35000,0,40292.02855,0.373647617,9.27E-06
45,5,35000,0,40292.02855,0.373647617,9.27E-06
40,5,35000,0,38587.79088,0.348600011,9.03E-06
21,5,35000,0,10277.12343,0.096547574,9.39E-06
50,5,35000,0.1,38452.30757,0.396395431,1.03E-05
45,5,35000,0.1,38452.30757,0.396395431,1.03E-05
40,5,35000,0.1,36708.85101,0.368330322,1.00E-05
21,5,35000,0.1,9118.384469,0.095314527,1.05E-05
50,5,35000,0.2,36056.39186,0.401298835,1.11E-05
45,5,35000,0.2,36056.39186,0.401298835,1.11E-05
40,5,35000,0.2,34286.19528,0.371704799,1.08E-05
21,5,35000,0.2,7959.645507,0.09408148,1.18E-05
50,5,35000,0.3,34254.10707,0.408740291,1.19E-05
45,5,35000,0.3,34254.10707,0.408740291,1.19E-05
40,5,35000,0.3,32450.03965,0.378387664,1.17E-05
21,5,35000,0.3,6800.906545,0.092848433,1.37E-05
50,5,35000,0.4,32902.83921,0.417358348,1.27E-05
45,5,35000,0.4,32902.83921,0.417358348,1.27E-05
40,5,35000,0.4,31091.64103,0.386159442,1.24E-05
21,5,35000,0.4,5740.214703,0.091430429,1.59E-05
50,5,35000,0.5,32029.32822,0.431550469,1.35E-05
45,5,35000,0.5,32029.32822,0.431550469,1.35E-05
40,5,35000,0.5,30284.0891,0.400824475,1.32E-05
21,5,35000,0.5,4852.442352,0.091738691,1.89E-05
50,5,35000,0.6,31578.31144,0.448833768,1.42E-05
45,5,35000,0.6,31578.31144,0.448833768,1.42E-05
40,5,35000,0.6,29913.29258,0.419087811,1.40E-05
21,5,35000,0.6,3970.018049,0.089149292,2.25E-05
50,5,35000,0.7,31610.3995,0.471023923,1.49E-05
45,5,35000,0.7,31610.3995,0.471023923,1.49E-05
40,5,35000,0.7,29891.90054,0.440384134,1.47E-05
21,5,35000,0.7,3125.02993,0.086251632,2.76E-05
50,5,35000,0.8,31940.19449,0.497553411,1.56E-05
45,5,35000,0.8,31940.19449,0.497553411,1.56E-05
40,5,35000,0.8,29768.89589,0.458992593,1.54E-05
21,5,35000,0.8,2312.12995,0.083169015,3.60E-05
50,5,35000,0.9,32339.51372,0.525281376,1.62E-05
45,5,35000,0.9,32339.51372,0.525281376,1.62E-05
40,5,35000,0.9,29679.76209,0.478625786,1.61E-05
21,5,35000,0.9,1627.582594,0.082490839,5.07E-05
50,5,35000,1,32453.60499,0.55117519,1.70E-05
45,5,35000,1,32453.60499,0.55117519,1.70E-05
40,5,35000,1,29390.9687,0.497645167,1.69E-05
21,5,35000,1,943.0352386,0.081812663,8.68E-05
50,5,40000,0,32081.02584,0.303551685,9.46E-06
45,5,40000,0,32081.02584,0.303551685,9.46E-06
40,5,40000,0,30580.01316,0.280197486,9.16E-06
21,5,40000,0,12598.16677,0.103637594,8.23E-06
50,5,40000,0.1,30414.22435,0.317495127,1.04E-05
45,5,40000,0.1,30414.22435,0.317495127,1.04E-05
40,5,40000,0.1,29095.04463,0.295848504,1.02E-05
21,5,40000,0.1,11009.80307,0.103144375,9.37E-06
50,5,40000,0.2,28504.97905,0.320592199,1.12E-05
45,5,40000,0.2,28504.97905,0.320592199,1.12E-05
40,5,40000,0.2,27207.19137,0.298854153,1.10E-05
21,5,40000,0.2,9530.182506,0.102404547,1.07E-05
50,5,40000,0.3,27089.53484,0.32614091,1.20E-05
45,5,40000,0.3,27089.53484,0.32614091,1.20E-05
40,5,40000,0.3,25795.3125,0.30404104,1.18E-05
21,5,40000,0.3,8243.090846,0.101418109,1.23E-05
50,5,40000,0.4,26089.45394,0.334781883,1.28E-05
45,5,40000,0.4,26089.45394,0.334781883,1.28E-05
40,5,40000,0.4,24779.18753,0.31205178,1.26E-05
21,5,40000,0.4,7141.397479,0.099876801,1.40E-05
50,5,40000,0.5,25463.73488,0.345253138,1.36E-05
45,5,40000,0.5,25463.73488,0.345253138,1.36E-05
40,5,40000,0.5,24162.38186,0.322718515,1.34E-05
21,5,40000,0.5,6180.535538,0.098150535,1.59E-05
50,5,40000,0.6,25199.89888,0.361318605,1.43E-05
45,5,40000,0.6,25199.89888,0.361318605,1.43E-05
40,5,40000,0.6,23791.58542,0.336496585,1.41E-05
21,5,40000,0.6,5301.676502,0.096116007,1.81E-05
50,5,40000,0.7,25212.37768,0.378547958,1.50E-05
45,5,40000,0.7,25212.37768,0.378547958,1.50E-05
40,5,40000,0.7,23661.45009,0.351242862,1.48E-05
21,5,40000,0.7,4451.340336,0.093341652,2.10E-05
50,5,40000,0.8,25351.42633,0.396427361,1.56E-05
45,5,40000,0.8,25351.42633,0.396427361,1.56E-05
40,5,40000,0.8,23575.8817,0.364468986,1.55E-05
21,5,40000,0.8,3704.399412,0.092478519,2.50E-05
50,5,40000,0.9,25645.56776,0.417393184,1.63E-05
45,5,40000,0.9,25645.56776,0.417393184,1.63E-05
40,5,40000,0.9,23490.31323,0.379559854,1.62E-05
21,5,40000,0.9,2925.370276,0.088717726,3.03E-05
50,5,40000,1,25693.69997,0.43711834,1.70E-05
45,5,40000,1,25693.69997,0.43711834,1.70E-05
40,5,40000,1,23290.65358,0.395301909,1.70E-05
21,5,40000,1,2205.169442,0.085018585,3.86E-05
50,5,45000,0,23624.01368,0.235385831,9.96E-06
45,5,45000,0,23624.01368,0.235385831,9.96E-06
40,5,45000,0,22613.23698,0.215771919,9.54E-06
21,5,45000,0,12926.17905,0.110481004,8.55E-06
50,5,45000,0.1,22820.02717,0.24346406,1.07E-05
45,5,45000,0.1,22820.02717,0.24346406,1.07E-05
40,5,45000,0.1,21805.68504,0.223378731,1.02E-05
21,5,45000,0.1,11812.00695,0.109309609,9.25E-06
50,5,45000,0.2,22016.04065,0.250904657,1.14E-05
45,5,45000,0.2,22016.04065,0.250904657,1.14E-05
40,5,45000,0.2,20998.13311,0.231936305,1.10E-05
21,5,45000,0.2,10697.83486,0.108138215,1.01E-05
50,5,45000,0.3,21212.05413,0.257710546,1.21E-05
45,5,45000,0.3,21212.05413,0.257710546,1.21E-05
40,5,45000,0.3,20190.58118,0.240356433,1.19E-05
21,5,45000,0.3,9583.662761,0.10696682,1.12E-05
50,5,45000,0.4,20408.06761,0.263879737,1.29E-05
45,5,45000,0.4,20408.06761,0.263879737,1.29E-05
40,5,45000,0.4,19383.02924,0.246210045,1.27E-05
21,5,45000,0.4,8469.490665,0.105795426,1.25E-05
50,5,45000,0.5,19921.3972,0.273738524,1.37E-05
45,5,45000,0.5,19921.3972,0.273738524,1.37E-05
40,5,45000,0.5,18896.35891,0.255804802,1.35E-05
21,5,45000,0.5,7612.023818,0.109309609,1.44E-05
50,5,45000,0.6,19693.21475,0.286074423,1.45E-05
45,5,45000,0.6,19693.21475,0.286074423,1.45E-05
40,5,45000,0.6,18577.25995,0.265975549,1.43E-05
21,5,45000,0.6,6676.119187,0.106720211,1.60E-05
50,5,45000,0.7,19696.78009,0.299016898,1.52E-05
45,5,45000,0.7,19696.78009,0.299016898,1.52E-05
40,5,45000,0.7,18457.82064,0.277104697,1.50E-05
21,5,45000,0.7,5818.652414,0.103945855,1.79E-05
50,5,45000,0.8,19773.43517,0.313193918,1.58E-05
45,5,45000,0.8,19773.43517,0.313193918,1.58E-05
40,5,45000,0.8,18315.20672,0.287500622,1.57E-05
21,5,45000,0.8,5020.013796,0.101109847,2.01E-05
50,5,45000,0.9,19960.61602,0.327377811,1.64E-05
45,5,45000,0.9,19960.61602,0.327377811,1.64E-05
40,5,45000,0.9,18172.59266,0.297283209,1.64E-05
21,5,45000,0.9,4251.680681,0.097780621,2.30E-05
50,5,45000,1,19905.35313,0.340937473,1.71E-05
45,5,45000,1,19905.35313,0.340937473,1.71E-05
40,5,45000,1,17964.01962,0.30876601,1.72E-05
21,5,45000,1,3602.786951,0.096485921,2.68E-05
55,10,0,0,146781.924,1.340735988,9.13E-06
50,10,0,0,123008.1654,1.084849875,8.82E-06
45,10,0,0,113406.6759,0.981505348,8.65E-06
40,10,0,0,102878.1951,0.880202267,8.56E-06
21,10,0,0,4777.569908,0.090998863,1.90E-05
55,10,0,0.1,136847.0742,1.374549268,1.00E-05
50,10,0,0.1,112312.1132,1.09931341,9.79E-06
45,10,0,0.1,102799.7575,0.992602771,9.66E-06
40,10,0,0.1,92649.20396,0.889120479,9.60E-06
21,10,0,0.1,2706.101138,0.090259035,3.34E-05
55,10,0,0.2,126912.2244,1.395249278,1.10E-05
50,10,0,0.2,102564.4443,1.109319294,1.08E-05
45,10,0,0.2,93465.66921,1.002467146,1.07E-05
40,10,0,0.2,83696.60823,0.896806969,1.07E-05
21,10,0,0.2,1297.787608,0.08803955,6.78E-05
55,10,0,0.3,119505.2083,1.432300288,1.20E-05
