Altitude,Mach,CL,LOD ,CD Total,,
25000,0.7,0.304707071,13.35944676,0.02280836,,
25000,0.7,0.406276095,16.3688768,0.024820035,,
25000,0.7,0.507845119,18.27853914,0.027783682,,
25000,0.7,0.609414143,19.15793804,0.031810007,,
25000,0.7,0.710983166,19.25440483,0.036925741,,
25000,0.7,0.81255219,18.82321288,0.043167561,,
25000,0.7,0.914121214,18.07577586,0.050571617,,
25000,0.7,1.218828285,15.22346632,0.080062468,,
25000,0.7,1.439390485,13.26471984,0.108512694,,
25000,0.75,0,0,0.022863348,,
25000,0.75,0.101569024,4.578100316,0.022185845,,
25000,0.75,0.203138048,9.073382231,0.022388349,,
25000,0.75,0.304707071,12.97898548,0.023476956,,
25000,0.75,0.406276095,15.95218848,0.025468361,,
25000,0.75,0.507845119,17.8026511,0.028526376,,
25000,0.75,0.609414143,18.52544478,0.03289606,,
25000,0.75,0.710983166,18.55343423,0.038320839,,
25000,0.75,0.81255219,18.11291569,0.044860375,,
25000,0.75,0.914121214,17.39763883,0.052542832,,
25000,0.75,1.218828285,14.79225795,0.082396365,,
25000,0.75,1.439390485,13.01429921,0.110600691,,
25000,0.775,0,0,0.023656963,,
25000,0.775,0.101569024,4.393303256,0.023119056,,
25000,0.775,0.203138048,8.710488727,0.023321085,,
25000,0.775,0.304707071,12.48544952,0.024404974,,
25000,0.775,0.406276095,15.39728352,0.026386219,,
25000,0.775,0.507845119,17.22391093,0.02948489,,
25000,0.775,0.609414143,17.8899114,0.034064682,,
25000,0.775,0.710983166,17.89317872,0.039734872,,
25000,0.775,0.81255219,17.4828975,0.046476975,,
25000,0.775,0.914121214,16.85150813,0.054245662,,
25000,0.775,1.218828285,14.47790281,0.084185417,,
25000,0.775,1.439390485,12.83064212,0.112183823,,
25000,0.8,0,0,0.025083015,,
25000,0.8,0.101569024,4.135607199,0.02455964,,
25000,0.8,0.203138048,8.197107588,0.024781674,,
25000,0.8,0.304707071,11.76949275,0.025889567,,
25000,0.8,0.406276095,14.56354854,0.027896779,,
25000,0.8,0.507845119,16.30574345,0.031145168,,
25000,0.8,0.609414143,16.90934819,0.036040073,,
25000,0.8,0.710983166,16.95678155,0.041929134,,
25000,0.8,0.81255219,16.63393877,0.048849055,,
25000,0.8,0.914121214,16.09383635,0.05679946,,
25000,0.8,1.218828285,14.03157008,0.086863286,,
25000,0.8,1.439390485,12.54284048,0.114757936,,
25000,0.825,0,0,0.027397887,,
25000,0.825,0.101569024,3.776310302,0.026896366,,
25000,0.825,0.203138048,7.477505721,0.027166552,,
25000,0.825,0.304707071,10.74944624,0.028346304,,
25000,0.825,0.406276095,13.3435061,0.030447477,,
25000,0.825,0.507845119,14.98366545,0.03389325,,
25000,0.825,0.609414143,15.55786143,0.039170817,,
25000,0.825,0.710983166,15.6558885,0.045413147,,
25000,0.825,0.81255219,15.44502802,0.052609305,,
25000,0.825,0.914121214,15.02829423,0.060826678,,
25000,0.825,1.218828285,13.28872351,0.091718989,,
25000,0.825,1.439390485,11.99126347,0.120036599,,
30000,0.2,0,0,0.027317545,,
30000,0.2,0.101569024,3.842710597,0.026431609,,
30000,0.2,0.203138048,7.663270674,0.026508009,,
30000,0.2,0.304707071,11.05185466,0.027570673,,
30000,0.2,0.406276095,13.70059709,0.029653897,,
30000,0.2,0.507845119,15.48364607,0.032798807,,
30000,0.2,0.609414143,16.44019727,0.037068542,,
30000,0.2,0.710983166,16.71735247,0.042529651,,
30000,0.2,0.81255219,16.49937959,0.049247439,,
30000,0.2,0.914121214,15.9572341,0.057285693,,
30000,0.2,1.218828285,13.55265521,0.089932804,,
30000,0.2,1.439390485,11.77840921,0.122205848,,
30000,0.3,0,0,0.025238033,,
30000,0.3,0.101569024,4.138515493,0.024542381,,
30000,0.3,0.203138048,8.201755598,0.02476763,,
30000,0.3,0.304707071,11.74848443,0.025935862,,
30000,0.3,0.406276095,14.46875017,0.028079557,,
30000,0.3,0.507845119,16.25812507,0.031236389,,
30000,0.3,0.609414143,17.18347604,0.035465126,,
30000,0.3,0.710983166,17.4137399,0.040828861,,
30000,0.3,0.81255219,17.14622597,0.047389565,,
30000,0.3,0.914121214,16.55781883,0.055207828,,
30000,0.3,1.218828285,14.04372457,0.086788108,,
30000,0.3,1.439390485,12.21080499,0.117878427,,
30000,0.4,0,0,0.024202542,,
30000,0.4,0.101569024,4.32050905,0.023508578,,
30000,0.4,0.203138048,8.560708264,0.023729117,,
30000,0.4,0.304707071,12.24524626,0.024883703,,
30000,0.4,0.406276095,15.04596827,0.027002323,,
30000,0.4,0.507845119,16.86170069,0.030118262,,
30000,0.4,0.609414143,17.7754415,0.034284051,,
30000,0.4,0.710983166,17.97317419,0.039558019,,
30000,0.4,0.81255219,17.66512966,0.045997522,,
30000,0.4,0.914121214,17.03583649,0.053658722,,
30000,0.4,1.218828285,14.42200784,0.084511692,,
30000,0.4,1.439390485,12.53888469,0.11479414,,
30000,0.5,0,0,0.023388649,,
30000,0.5,0.101569024,4.474969953,0.022697141,,
30000,0.5,0.203138048,8.866015817,0.022911988,,
30000,0.5,0.304707071,12.66996712,0.024049555,,
30000,0.5,0.406276095,15.5442796,0.026136695,,
30000,0.5,0.507845119,17.39088111,0.029201805,,
30000,0.5,0.609414143,18.30660732,0.0332893,,
30000,0.5,0.710983166,18.49041427,0.038451446,,
30000,0.5,0.81255219,18.16174064,0.044739775,,
30000,0.5,0.914121214,17.51027642,0.052204842,,
30000,0.5,1.218828285,14.83707076,0.082147501,,
30000,0.5,1.439390485,12.91905738,0.111416061,,
30000,0.6,0,0,0.022699041,,
30000,0.6,0.101569024,4.614413965,0.022011251,,
30000,0.6,0.203138048,9.142086052,0.022220098,,
