Alt (m),Mach number,Throttle,Power (W),SFC (gr/MJ),PCN HP,PCN LP,PCN PT,Inlet airflow (kg/s),Fuel flow (kg/s),eta,ISA dev C,P3 (bar),T3 (K),FAR,Residual thrust (N),,,Power (kW)
304.8,0.3,0.95,1900000,81.44,0.99,0.99,1,8.89,0.15,0.28,-10,16.37,689.94,0.02,2323.39,,,1900
304.8,0.3,1,2000000,81.1,1,1.01,1,9.1,0.16,0.29,-10,16.88,696.11,0.02,2488.19,,,2000
304.8,0.3,1.05,2100000,80.84,1.01,1.02,1,9.3,0.17,0.29,-10,17.38,702.21,0.02,2657.26,,,2100
304.8,0.4,0.1,200020,194.86,0.78,0.5,1,3.89,0.04,0.12,-10,6.02,536.16,0.01,9.33,,,200.02
304.8,0.4,0.14,300020,155.78,0.81,0.58,1,4.47,0.05,0.15,-10,7.05,559.38,0.01,103.16,,,300.02
304.8,0.4,0.19,400010,133.86,0.83,0.64,1,4.95,0.05,0.17,-10,7.92,574.8,0.01,198.93,,,400.01
304.8,0.4,0.24,500000,120.68,0.85,0.69,1,5.35,0.06,0.19,-10,8.68,588.41,0.01,297.91,,,500
304.8,0.4,0.29,600000,111.77,0.86,0.73,1,5.69,0.07,0.21,-10,9.36,600.5,0.01,399.86,,,600
304.8,0.4,0.34,700000,105.17,0.87,0.77,1,6,0.07,0.22,-10,9.99,610.86,0.01,502.87,,,700
304.8,0.4,0.39,800000,100.08,0.89,0.8,1,6.3,0.08,0.23,-10,10.6,619.99,0.01,609.1,,,800
304.8,0.4,0.43,900000,96.05,0.9,0.83,1,6.57,0.09,0.24,-10,11.17,627.98,0.01,716.82,,,900
304.8,0.4,0.48,1000000,92.82,0.91,0.85,1,6.83,0.09,0.25,-10,11.72,635.48,0.02,828.19,,,1000
304.8,0.4,0.53,1100000,90.17,0.92,0.87,1,7.08,0.1,0.26,-10,12.26,642.36,0.02,942.6,,,1100
304.8,0.4,0.58,1200000,88.01,0.93,0.88,1,7.32,0.11,0.26,-10,12.79,649.02,0.02,1060.93,,,1200
304.8,0.4,0.63,1300000,86.18,0.94,0.9,1,7.57,0.11,0.27,-10,13.31,655.33,0.02,1183.35,,,1300
304.8,0.4,0.68,1400000,84.65,0.95,0.92,1,7.81,0.12,0.27,-10,13.84,661.17,0.02,1312.07,,,1400
304.8,0.4,0.72,1500000,83.36,0.96,0.93,1,8.05,0.13,0.28,-10,14.37,666.67,0.02,1446.36,,,1500
304.8,0.4,0.77,1600000,82.3,0.97,0.94,1,8.29,0.13,0.28,-10,14.89,672.13,0.02,1585.37,,,1600
304.8,0.4,0.82,1700000,81.5,0.97,0.96,1,8.52,0.14,0.28,-10,15.41,677.99,0.02,1728.3,,,1700
304.8,0.4,0.87,1800000,80.86,0.98,0.97,1,8.75,0.15,0.29,-10,15.93,683.72,0.02,1878.26,,,1800
304.8,0.4,0.92,1900000,80.44,0.99,0.98,1,8.96,0.15,0.29,-10,16.44,689.88,0.02,2032.26,,,1900
304.8,0.4,0.97,2000000,80.13,1,1,1,9.17,0.16,0.29,-10,16.94,696.05,0.02,2190.72,,,2000
304.8,0.4,1.01,2100000,79.9,1,1.01,1,9.38,0.17,0.29,-10,17.45,702.08,0.02,2353.71,,,2100
304.8,0.5,0.19,400010,131.12,0.82,0.62,1,4.99,0.05,0.18,-10,7.95,576.57,0.01,31.26,,,400.01
304.8,0.5,0.23,500000,118.12,0.84,0.67,1,5.39,0.06,0.2,-10,8.71,589.65,0.01,116.82,,,500
304.8,0.5,0.28,600000,109.44,0.86,0.71,1,5.74,0.07,0.21,-10,9.4,601.44,0.01,207.26,,,600
304.8,0.5,0.33,700000,103.13,0.87,0.75,1,6.05,0.07,0.22,-10,10.03,611.93,0.01,300.32,,,700
304.8,0.5,0.37,800000,98.29,0.88,0.78,1,6.34,0.08,0.24,-10,10.63,621.34,0.01,397.2,,,800
304.8,0.5,0.42,900000,94.4,0.89,0.81,1,6.62,0.08,0.25,-10,11.2,629.44,0.01,495.85,,,900
304.8,0.5,0.46,1000000,91.28,0.9,0.83,1,6.88,0.09,0.25,-10,11.76,636.99,0.01,599.05,,,1000
304.8,0.5,0.51,1100000,88.74,0.91,0.85,1,7.13,0.1,0.26,-10,12.3,643.92,0.02,705.06,,,1100
304.8,0.5,0.56,1200000,86.64,0.92,0.87,1,7.38,0.1,0.27,-10,12.83,650.44,0.02,815.82,,,1200
304.8,0.5,0.6,1300000,84.91,0.93,0.88,1,7.62,0.11,0.27,-10,13.35,656.85,0.02,930.66,,,1300
304.8,0.5,0.65,1400000,83.51,0.94,0.9,1,7.86,0.12,0.28,-10,13.88,663.02,0.02,1051.86,,,1400
304.8,0.5,0.7,1500000,82.3,0.95,0.92,1,8.1,0.12,0.28,-10,14.41,668.83,0.02,1177.88,,,1500
304.8,0.5,0.74,1600000,81.26,0.96,0.93,1,8.34,0.13,0.29,-10,14.93,674.23,0.02,1309.21,,,1600
304.8,0.5,0.79,1700000,80.37,0.97,0.94,1,8.58,0.14,0.29,-10,15.46,679.38,0.02,1445.48,,,1700
304.8,0.5,0.84,1800000,79.74,0.98,0.96,1,8.81,0.14,0.29,-10,15.99,684.91,0.02,1588.39,,,1800
304.8,0.5,0.88,1900000,79.26,0.98,0.97,1,9.04,0.15,0.29,-10,16.51,690.54,0.02,1736.43,,,1900
304.8,0.5,0.93,2000000,78.87,0.99,0.98,1,9.27,0.16,0.29,-10,17.03,695.98,0.02,1888.88,,,2000
304.8,0.5,0.98,2100000,78.68,1,0.99,1,9.48,0.17,0.29,-10,17.54,702.01,0.02,2045.99,,,2100
304.8,0.5,1.02,2200000,78.54,1.01,1.01,1,9.68,0.17,0.3,-10,18.05,707.91,0.02,2207.32,,,2200
304.8,0.6,0.27,600000,106.55,0.85,0.69,1,5.8,0.06,0.22,-10,9.44,602.79,0.01,10.13,,,600
304.8,0.6,0.31,700000,100.56,0.86,0.72,1,6.11,0.07,0.23,-10,10.08,613.08,0.01,93.18,,,700
304.8,0.6,0.35,800000,95.98,0.88,0.75,1,6.41,0.08,0.24,-10,10.68,622.6,0.01,180.69,,,800
304.8,0.6,0.4,900000,92.35,0.89,0.78,1,6.68,0.08,0.25,-10,11.25,631.1,0.01,271.6,,,900
304.8,0.6,0.44,1000000,89.37,0.9,0.81,1,6.94,0.09,0.26,-10,11.81,638.75,0.01,365.45,,,1000
304.8,0.6,0.49,1100000,86.98,0.91,0.83,1,7.19,0.1,0.27,-10,12.35,645.75,0.01,464.06,,,1100
304.8,0.6,0.53,1200000,84.98,0.92,0.85,1,7.44,0.1,0.27,-10,12.88,652.35,0.02,566.79,,,1200
304.8,0.6,0.58,1300000,83.33,0.93,0.86,1,7.68,0.11,0.28,-10,13.41,658.66,0.02,674.07,,,1300
304.8,0.6,0.62,1400000,82,0.93,0.88,1,7.92,0.11,0.28,-10,13.94,664.83,0.02,787.87,,,1400
304.8,0.6,0.67,1500000,80.88,0.94,0.9,1,8.16,0.12,0.29,-10,14.46,670.82,0.02,905.9,,,1500
304.8,0.6,0.71,1600000,79.95,0.95,0.91,1,8.4,0.13,0.29,-10,14.98,676.61,0.02,1029.57,,,1600
304.8,0.6,0.75,1700000,79.15,0.96,0.93,1,8.64,0.13,0.29,-10,15.51,682.08,0.02,1158.26,,,1700
304.8,0.6,0.8,1800000,78.5,0.97,0.94,1,8.88,0.14,0.3,-10,16.04,687.22,0.02,1294.1,,,1800
304.8,0.6,0.84,1900000,77.95,0.98,0.95,1,9.12,0.15,0.3,-10,16.58,692.18,0.02,1435.38,,,1900
304.8,0.6,0.89,2000000,77.57,0.99,0.96,1,9.35,0.16,0.3,-10,17.11,697.46,0.02,1581.17,,,2000
304.8,0.6,0.93,2100000,77.31,0.99,0.98,1,9.58,0.16,0.3,-10,17.63,702.83,0.02,1731.71,,,2100
304.8,0.6,0.98,2200000,77.11,1,0.99,1,9.8,0.17,0.3,-10,18.16,708.06,0.02,1888.03,,,2200
304.8,0.6,1.02,2300000,77.04,1.01,1,1,10.02,0.18,0.3,-10,18.67,713.65,0.02,2047.68,,,2300
609.6,0,0.05,100040,305.55,0.73,0.41,1,2.96,0.03,0.08,-10,4.49,491.94,0.01,325.12,,,100.04
609.6,0,0.11,200020,200.4,0.79,0.53,1,3.73,0.04,0.12,-10,5.84,532.98,0.01,517.09,,,200.02
609.6,0,0.16,300020,158.43,0.82,0.62,1,4.32,0.05,0.15,-10,6.87,554.35,0.01,688.03,,,300.02
609.6,0,0.21,400010,136.61,0.84,0.68,1,4.78,0.05,0.17,-10,7.71,570.98,0.01,845.11,,,400.01
609.6,0,0.26,500000,123.22,0.85,0.74,1,5.16,0.06,0.19,-10,8.44,585.06,0.01,994.34,,,500
609.6,0,0.32,600000,113.91,0.87,0.78,1,5.5,0.07,0.2,-10,9.12,596.92,0.01,1141.77,,,600
609.6,0,0.37,700000,107.04,0.88,0.81,1,5.81,0.07,0.22,-10,9.75,606.91,0.01,1286.29,,,700
609.6,0,0.42,800000,101.78,0.89,0.84,1,6.09,0.08,0.23,-10,10.34,615.81,0.01,1430.81,,,800
609.6,0,0.48,900000,97.63,0.91,0.86,1,6.36,0.09,0.24,-10,10.9,623.88,0.02,1574.94,,,900
609.6,0,0.53,1000000,94.3,0.92,0.88,1,6.62,0.09,0.25,-10,11.45,631.44,0.02,1721.7,,,1000
609.6,0,0.58,1100000,91.54,0.93,0.9,1,6.87,0.1,0.25,-10,11.99,638.11,0.02,1870.83,,,1100
609.6,0,0.63,1200000,89.22,0.94,0.91,1,7.12,0.11,0.26,-10,12.52,644.28,0.02,2023.98,,,1200
609.6,0,0.69,1300000,87.35,0.95,0.93,1,7.37,0.11,0.27,-10,13.04,650.41,0.02,2181.23,,,1300
609.6,0,0.74,1400000,85.95,0.96,0.95,1,7.6,0.12,0.27,-10,13.56,656.95,0.02,2343.22,,,1400
609.6,0,0.79,1500000,84.83,0.97,0.96,1,7.82,0.13,0.27,-10,14.07,663.54,0.02,2508.64,,,1500
609.6,0,0.85,1600000,83.98,0.97,0.97,1,8.03,0.13,0.28,-10,14.57,670.44,0.02,2676.61,,,1600
609.6,0,0.9,1700000,83.3,0.98,0.99,1,8.24,0.14,0.28,-10,15.07,677.15,0.02,2849.75,,,1700
609.6,0,0.95,1800000,82.77,0.99,1,1,8.45,0.15,0.28,-10,15.58,683.78,0.02,3029.04,,,1800
609.6,0,1,1900000,82.36,1,1.01,1,8.66,0.16,0.28,-10,16.08,690.29,0.02,3212.59,,,1900
609.6,0.1,0.05,100040,304.38,0.73,0.41,1,2.96,0.03,0.08,-10,4.5,491.99,0.01,227.09,,,100.04
609.6,0.1,0.11,200020,199.86,0.79,0.53,1,3.74,0.04,0.12,-10,5.84,533.12,0.01,393.32,,,200.02
609.6,0.1,0.16,300020,158.1,0.82,0.62,1,4.33,0.05,0.15,-10,6.87,554.58,0.01,544.68,,,300.02
609.6,0.1,0.21,400010,136.29,0.84,0.68,1,4.78,0.05,0.17,-10,7.71,571.11,0.01,686.75,,,400.01
609.6,0.1,0.26,500000,122.95,0.85,0.74,1,5.16,0.06,0.19,-10,8.45,585.2,0.01,823.49,,,500
609.6,0.1,0.32,600000,113.67,0.87,0.78,1,5.5,0.07,0.2,-10,9.13,597.08,0.01,959.57,,,600
609.6,0.1,0.37,700000,106.83,0.88,0.81,1,5.81,0.07,0.22,-10,9.75,607.08,0.01,1093.92,,,700
609.6,0.1,0.42,800000,101.59,0.89,0.84,1,6.1,0.08,0.23,-10,10.34,615.99,0.01,1228.92,,,800
609.6,0.1,0.47,900000,97.45,0.9,0.86,1,6.37,0.09,0.24,-10,10.9,624.04,0.02,1364.18,,,900
609.6,0.1,0.53,1000000,94.14,0.92,0.88,1,6.63,0.09,0.25,-10,11.45,631.61,0.02,1502.39,,,1000
609.6,0.1,0.58,1100000,91.4,0.93,0.9,1,6.88,0.1,0.25,-10,11.99,638.35,0.02,1643.13,,,1100
609.6,0.1,0.63,1200000,89.09,0.94,0.91,1,7.13,0.11,0.26,-10,12.52,644.53,0.02,1787.99,,,1200
609.6,0.1,0.68,1300000,87.2,0.95,0.93,1,7.37,0.11,0.27,-10,13.05,650.55,0.02,1937.39,,,1300
609.6,0.1,0.74,1400000,85.81,0.96,0.94,1,7.6,0.12,0.27,-10,13.56,657.08,0.02,2091.84,,,1400
609.6,0.1,0.79,1500000,84.67,0.97,0.96,1,7.83,0.13,0.27,-10,14.08,663.53,0.02,2250.27,,,1500
609.6,0.1,0.84,1600000,83.83,0.97,0.97,1,8.04,0.13,0.28,-10,14.58,670.43,0.02,2411.31,,,1600
609.6,0.1,0.89,1700000,83.15,0.98,0.99,1,8.25,0.14,0.28,-10,15.08,677.14,0.02,2577.61,,,1700
609.6,0.1,0.95,1800000,82.63,0.99,1,1,8.46,0.15,0.28,-10,15.59,683.75,0.02,2750.07,,,1800
609.6,0.1,1,1900000,82.22,1,1.01,1,8.67,0.16,0.28,-10,16.09,690.26,0.02,2926.82,,,1900
609.6,0.1,1.05,2000000,81.9,1.01,1.03,1,8.88,0.16,0.28,-10,16.59,696.63,0.02,3108.21,,,2000
609.6,0.2,0.05,100040,300.84,0.73,0.41,1,2.98,0.03,0.08,-10,4.51,492.13,0.01,128.63,,,100.04
609.6,0.2,0.1,200020,198.19,0.79,0.53,1,3.75,0.04,0.12,-10,5.85,533.52,0.01,269.33,,,200.02
609.6,0.2,0.16,300020,157.08,0.82,0.61,1,4.34,0.05,0.15,-10,6.88,555.26,0.01,401.24,,,300.02
609.6,0.2,0.21,400010,135.31,0.83,0.68,1,4.8,0.05,0.17,-10,7.72,571.52,0.01,528.37,,,400.01
609.6,0.2,0.26,500000,122.14,0.85,0.73,1,5.18,0.06,0.19,-10,8.46,585.59,0.01,652.68,,,500
609.6,0.2,0.31,600000,112.97,0.87,0.77,1,5.52,0.07,0.21,-10,9.14,597.52,0.01,777.45,,,600
609.6,0.2,0.36,700000,106.22,0.88,0.8,1,5.83,0.07,0.22,-10,9.76,607.6,0.01,901.7,,,700
609.6,0.2,0.42,800000,101.04,0.89,0.83,1,6.11,0.08,0.23,-10,10.35,616.52,0.01,1027.22,,,800
609.6,0.2,0.47,900000,96.92,0.9,0.85,1,6.38,0.09,0.24,-10,10.92,624.5,0.02,1153.81,,,900
609.6,0.2,0.52,1000000,93.66,0.91,0.87,1,6.64,0.09,0.25,-10,11.47,632.11,0.02,1283.44,,,1000
609.6,0.2,0.57,1100000,90.98,0.93,0.89,1,6.89,0.1,0.25,-10,12,639.03,0.02,1415.77,,,1100
609.6,0.2,0.62,1200000,88.71,0.94,0.91,1,7.14,0.11,0.26,-10,12.53,645.27,0.02,1552.45,,,1200
609.6,0.2,0.67,1300000,86.82,0.95,0.92,1,7.39,0.11,0.27,-10,13.06,651.18,0.02,1694.14,,,1300
609.6,0.2,0.73,1400000,85.39,0.96,0.94,1,7.62,0.12,0.27,-10,13.58,657.46,0.02,1841.3,,,1400
609.6,0.2,0.78,1500000,84.24,0.96,0.95,1,7.85,0.13,0.28,-10,14.1,663.76,0.02,1992.78,,,1500
609.6,0.2,0.83,1600000,83.37,0.97,0.97,1,8.07,0.13,0.28,-10,14.6,670.39,0.02,2147.64,,,1600
609.6,0.2,0.88,1700000,82.71,0.98,0.98,1,8.28,0.14,0.28,-10,15.11,677.11,0.02,2307.26,,,1700
609.6,0.2,0.93,1800000,82.2,0.99,0.99,1,8.49,0.15,0.28,-10,15.61,683.69,0.02,2473.06,,,1800
609.6,0.2,0.99,1900000,81.8,1,1.01,1,8.7,0.16,0.28,-10,16.12,690.17,0.02,2643.3,,,1900
609.6,0.2,1.04,2000000,81.49,1,1.02,1,8.91,0.16,0.28,-10,16.62,696.53,0.02,2818.16,,,2000
609.6,0.3,0.05,100040,294.8,0.73,0.4,1,3.01,0.03,0.08,-10,4.53,492.34,0.01,28.53,,,100.04
609.6,0.3,0.1,200020,195.33,0.79,0.52,1,3.78,0.04,0.12,-10,5.87,534.15,0.01,144.2,,,200.02
609.6,0.3,0.15,300020,155.32,0.81,0.6,1,4.36,0.05,0.15,-10,6.89,556.3,0.01,257.05,,,300.02
609.6,0.3,0.2,400000,133.68,0.83,0.67,1,4.82,0.05,0.17,-10,7.74,572.17,0.01,368.96,,,400
609.6,0.3,0.25,500000,120.76,0.85,0.71,1,5.2,0.06,0.19,-10,8.48,586.14,0.01,480.99,,,500
609.6,0.3,0.3,600000,111.81,0.87,0.76,1,5.54,0.07,0.21,-10,9.15,598.25,0.01,594.44,,,600
609.6,0.3,0.36,700000,105.17,0.88,0.79,1,5.85,0.07,0.22,-10,9.78,608.41,0.01,708.68,,,700
609.6,0.3,0.41,800000,100.08,0.89,0.82,1,6.14,0.08,0.23,-10,10.37,617.35,0.01,824.78,,,800
609.6,0.3,0.46,900000,96.06,0.9,0.84,1,6.41,0.09,0.24,-10,10.94,625.38,0.01,942.55,,,900
609.6,0.3,0.51,1000000,92.84,0.91,0.86,1,6.67,0.09,0.25,-10,11.49,632.91,0.02,1063.9,,,1000
609.6,0.3,0.56,1100000,90.24,0.92,0.88,1,6.92,0.1,0.26,-10,12.02,639.94,0.02,1188.11,,,1100
609.6,0.3,0.61,1200000,88.06,0.93,0.9,1,7.16,0.11,0.26,-10,12.55,646.45,0.02,1316.51,,,1200
609.6,0.3,0.66,1300000,86.21,0.94,0.91,1,7.41,0.11,0.27,-10,13.08,652.43,0.02,1450.23,,,1300
609.6,0.3,0.71,1400000,84.71,0.95,0.93,1,7.66,0.12,0.27,-10,13.61,658.22,0.02,1590.15,,,1400
609.6,0.3,0.76,1500000,83.57,0.96,0.95,1,7.89,0.13,0.28,-10,14.13,664.42,0.02,1734.45,,,1500
609.6,0.3,0.81,1600000,82.63,0.97,0.96,1,8.12,0.13,0.28,-10,14.64,670.51,0.02,1883.28,,,1600
609.6,0.3,0.86,1700000,81.97,0.98,0.97,1,8.33,0.14,0.28,-10,15.15,677.06,0.02,2036.77,,,1700
609.6,0.3,0.91,1800000,81.49,0.99,0.99,1,8.54,0.15,0.28,-10,15.66,683.65,0.02,2196.04,,,1800
609.6,0.3,0.96,1900000,81.11,0.99,1,1,8.75,0.15,0.29,-10,16.16,690.06,0.02,2359.96,,,1900
609.6,0.3,1.01,2000000,80.81,1,1.01,1,8.96,0.16,0.29,-10,16.67,696.39,0.02,2528.47,,,2000
609.6,0.4,0.1,200020,191.21,0.78,0.5,1,3.81,0.04,0.12,-10,5.89,534.91,0.01,16.87,,,200.02
609.6,0.4,0.15,300020,152.84,0.81,0.58,1,4.38,0.05,0.15,-10,6.91,557.75,0.01,111.29,,,300.02
609.6,0.4,0.2,400010,131.57,0.83,0.65,1,4.85,0.05,0.18,-10,7.76,573.35,0.01,207.76,,,400.01
609.6,0.4,0.25,500000,118.79,0.84,0.7,1,5.24,0.06,0.2,-10,8.5,586.97,0.01,307.24,,,500
609.6,0.4,0.3,600000,110.1,0.86,0.74,1,5.58,0.07,0.21,-10,9.18,599.09,0.01,409.56,,,600
609.6,0.4,0.34,700000,103.68,0.87,0.78,1,5.89,0.07,0.22,-10,9.81,609.48,0.01,513.86,,,700
609.6,0.4,0.39,800000,98.74,0.89,0.81,1,6.17,0.08,0.23,-10,10.4,618.51,0.01,620.49,,,800
609.6,0.4,0.44,900000,94.84,0.9,0.83,1,6.44,0.09,0.24,-10,10.96,626.59,0.01,729.77,,,900
609.6,0.4,0.49,1000000,91.71,0.91,0.85,1,6.7,0.09,0.25,-10,11.52,634.08,0.02,842.71,,,1000
609.6,0.4,0.54,1100000,89.17,0.92,0.87,1,6.95,0.1,0.26,-10,12.05,641.09,0.02,958.92,,,1100
609.6,0.4,0.59,1200000,87.08,0.93,0.89,1,7.2,0.1,0.27,-10,12.58,647.8,0.02,1079.36,,,1200
609.6,0.4,0.64,1300000,85.34,0.94,0.91,1,7.44,0.11,0.27,-10,13.1,654.1,0.02,1205.16,,,1300
609.6,0.4,0.69,1400000,83.88,0.95,0.92,1,7.69,0.12,0.28,-10,13.63,659.91,0.02,1336.96,,,1400
609.6,0.4,0.74,1500000,82.64,0.96,0.93,1,7.93,0.12,0.28,-10,14.16,665.48,0.02,1474.24,,,1500
609.6,0.4,0.79,1600000,81.72,0.97,0.95,1,8.16,0.13,0.28,-10,14.68,671.43,0.02,1616.05,,,1600
609.6,0.4,0.84,1700000,80.99,0.97,0.96,1,8.39,0.14,0.29,-10,15.2,677.39,0.02,1763.69,,,1700
609.6,0.4,0.89,1800000,80.48,0.98,0.98,1,8.61,0.14,0.29,-10,15.72,683.58,0.02,1917.09,,,1800
609.6,0.4,0.93,1900000,80.14,0.99,0.99,1,8.82,0.15,0.29,-10,16.22,690,0.02,2074.68,,,1900
609.6,0.4,0.98,2000000,79.87,1,1,1,9.03,0.16,0.29,-10,16.73,696.27,0.02,2237.05,,,2000
609.6,0.4,1.03,2100000,79.68,1.01,1.01,1,9.24,0.17,0.29,-10,17.24,702.41,0.02,2404.08,,,2100
609.6,0.5,0.19,400000,128.83,0.82,0.63,1,4.89,0.05,0.18,-10,7.79,574.96,0.01,43.86,,,400
609.6,0.5,0.24,500000,116.2,0.84,0.68,1,5.29,0.06,0.2,-10,8.54,588.12,0.01,130.44,,,500
609.6,0.5,0.28,600000,107.87,0.86,0.71,1,5.62,0.06,0.21,-10,9.21,600,0.01,221.58,,,600
609.6,0.5,0.33,700000,101.72,0.87,0.75,1,5.93,0.07,0.23,-10,9.84,610.63,0.01,316,,,700
609.6,0.5,0.38,800000,96.98,0.88,0.79,1,6.22,0.08,0.24,-10,10.43,619.89,0.01,413.56,,,800
609.6,0.5,0.43,900000,93.25,0.89,0.81,1,6.49,0.08,0.25,-10,11,628.07,0.01,514.19,,,900
609.6,0.5,0.47,1000000,90.22,0.9,0.83,1,6.75,0.09,0.26,-10,11.55,635.61,0.01,618.56,,,1000
609.6,0.5,0.52,1100000,87.79,0.91,0.85,1,7,0.1,0.26,-10,12.09,642.59,0.02,726.95,,,1100
609.6,0.5,0.57,1200000,85.77,0.92,0.87,1,7.25,0.1,0.27,-10,12.62,649.26,0.02,839.75,,,1200
609.6,0.5,0.62,1300000,84.14,0.93,0.89,1,7.49,0.11,0.28,-10,13.14,655.76,0.02,957.95,,,1300
609.6,0.5,0.66,1400000,82.79,0.94,0.91,1,7.73,0.12,0.28,-10,13.67,661.98,0.02,1081.93,,,1400
609.6,0.5,0.71,1500000,81.62,0.95,0.92,1,7.97,0.12,0.28,-10,14.2,667.69,0.02,1211.02,,,1500
609.6,0.5,0.76,1600000,80.63,0.96,0.93,1,8.22,0.13,0.29,-10,14.73,673.11,0.02,1345.7,,,1600
609.6,0.5,0.8,1700000,79.86,0.97,0.95,1,8.46,0.14,0.29,-10,15.26,678.56,0.02,1486.63,,,1700
609.6,0.5,0.85,1800000,79.33,0.98,0.96,1,8.68,0.14,0.29,-10,15.78,684.43,0.02,1633.46,,,1800
609.6,0.5,0.9,1900000,78.9,0.99,0.98,1,8.91,0.15,0.29,-10,16.3,690.11,0.02,1785.5,,,1900
609.6,0.5,0.95,2000000,78.65,0.99,0.99,1,9.13,0.16,0.29,-10,16.82,696.21,0.02,1941.6,,,2000
609.6,0.5,0.99,2100000,78.48,1,1,1,9.34,0.16,0.3,-10,17.33,702.33,0.02,2102.23,,,2100
609.6,0.5,1.04,2200000,78.39,1.01,1.01,1,9.55,0.17,0.3,-10,17.84,708.34,0.02,2268.29,,,2200
609.6,0.6,0.27,600000,105.05,0.85,0.69,1,5.69,0.06,0.22,-10,9.26,601.32,0.01,29.09,,,600
609.6,0.6,0.32,700000,99.23,0.86,0.72,1,6,0.07,0.23,-10,9.88,611.78,0.01,113.73,,,700
609.6,0.6,0.36,800000,94.77,0.88,0.76,1,6.28,0.08,0.24,-10,10.48,621.24,0.01,202.33,,,800
609.6,0.6,0.41,900000,91.22,0.89,0.79,1,6.55,0.08,0.25,-10,11.05,629.75,0.01,294.21,,,900
609.6,0.6,0.45,1000000,88.4,0.9,0.81,1,6.81,0.09,0.26,-10,11.6,637.39,0.01,390.74,,,1000
609.6,0.6,0.5,1100000,86.07,0.91,0.83,1,7.06,0.09,0.27,-10,12.14,644.44,0.01,491.24,,,1100
609.6,0.6,0.54,1200000,84.15,0.92,0.85,1,7.31,0.1,0.28,-10,12.67,651.12,0.02,595.7,,,1200
609.6,0.6,0.59,1300000,82.56,0.93,0.87,1,7.56,0.11,0.28,-10,13.2,657.48,0.02,705.48,,,1300
609.6,0.6,0.63,1400000,81.33,0.94,0.89,1,7.79,0.11,0.29,-10,13.73,663.83,0.02,823.08,,,1400
609.6,0.6,0.68,1500000,80.28,0.95,0.9,1,8.03,0.12,0.29,-10,14.25,669.9,0.02,944.61,,,1500
609.6,0.6,0.72,1600000,79.39,0.96,0.92,1,8.27,0.13,0.29,-10,14.78,675.72,0.02,1071.43,,,1600
609.6,0.6,0.77,1700000,78.65,0.96,0.93,1,8.51,0.13,0.29,-10,15.31,681.1,0.02,1204.93,,,1700
609.6,0.6,0.81,1800000,78.05,0.97,0.94,1,8.76,0.14,0.3,-10,15.85,686.28,0.02,1344.72,,,1800
609.6,0.6,0.86,1900000,77.58,0.98,0.96,1,9,0.15,0.3,-10,16.38,691.55,0.02,1489.47,,,1900
609.6,0.6,0.9,2000000,77.3,0.99,0.97,1,9.22,0.15,0.3,-10,16.9,697.14,0.02,1639.8,,,2000
609.6,0.6,0.95,2100000,77.07,0.99,0.98,1,9.45,0.16,0.3,-10,17.43,702.58,0.02,1795.31,,,2100
609.6,0.6,0.99,2200000,76.96,1,1,1,9.67,0.17,0.3,-10,17.95,708.28,0.02,1954.7,,,2200
609.6,0.6,1.04,2300000,77,1.01,1.01,1,9.88,0.18,0.3,-10,18.47,714.22,0.02,2120.88,,,2300
914.4,0,0.05,100040,299.37,0.74,0.42,1,2.89,0.03,0.08,-10,4.39,491.02,0.01,321.75,,,100.04
914.4,0,0.11,200020,196.39,0.79,0.54,1,3.66,0.04,0.12,-10,5.72,531.58,0.01,512.25,,,200.02
914.4,0,0.16,300020,155.37,0.82,0.63,1,4.24,0.05,0.15,-10,6.73,552.79,0.01,682.76,,,300.02
914.4,0,0.22,400010,134.26,0.84,0.69,1,4.68,0.05,0.17,-10,7.56,569.59,0.01,838.76,,,400.01
914.4,0,0.27,500000,121.22,0.85,0.74,1,5.05,0.06,0.19,-10,8.28,583.7,0.01,987.27,,,500
914.4,0,0.32,600000,112.16,0.87,0.78,1,5.39,0.07,0.21,-10,8.94,595.44,0.01,1134.1,,,600
914.4,0,0.38,700000,105.49,0.88,0.82,1,5.7,0.07,0.22,-10,9.56,605.53,0.01,1279.68,,,700
914.4,0,0.43,800000,100.36,0.89,0.84,1,5.98,0.08,0.23,-10,10.15,614.32,0.01,1423.89,,,800
914.4,0,0.48,900000,96.36,0.91,0.86,1,6.25,0.09,0.24,-10,10.7,622.53,0.02,1569.29,,,900
914.4,0,0.54,1000000,93.14,0.92,0.89,1,6.5,0.09,0.25,-10,11.25,630.02,0.02,1717.11,,,1000
914.4,0,0.59,1100000,90.45,0.93,0.9,1,6.76,0.1,0.26,-10,11.78,636.64,0.02,1868.35,,,1100
914.4,0,0.65,1200000,88.23,0.94,0.92,1,7,0.11,0.26,-10,12.31,642.9,0.02,2023.59,,,1200
914.4,0,0.7,1300000,86.54,0.95,0.93,1,7.24,0.11,0.27,-10,12.84,649.49,0.02,2183.56,,,1300
914.4,0,0.75,1400000,85.21,0.96,0.95,1,7.48,0.12,0.27,-10,13.36,656.09,0.02,2348.47,,,1400
914.4,0,0.81,1500000,84.25,0.97,0.97,1,7.69,0.13,0.28,-10,13.86,663.28,0.02,2515.25,,,1500
914.4,0,0.86,1600000,83.46,0.98,0.98,1,7.9,0.13,0.28,-10,14.36,670.28,0.02,2686.3,,,1600
