ID,SLST,BPR,OPR,FPR,SFC,T_EoR,T_ToC,T_MdC,Category
43,28416.50868,5.397122241,27.82610734,1.612062238,0.642,21881,4742,3594,-1
44,29585.33392,5.464488823,28.69717264,1.68084942,0.648,22698,4773,3586,-1
45,31713.25874,6.079766857,27.0182674,1.618275407,0.662,24054,4840,3550,-1
46,29556.93957,5.310737637,29.8262035,1.648840589,0.64,22720,4860,3684,-1
47,32306.41802,6.018447169,27.34820497,1.648509831,0.667,24494,4902,3598,-1
48,32306.41802,6.018447169,27.34820497,1.648509831,0.667,24494,4902,3598,-1
49,32306.41802,6.018447169,27.34820497,1.648509831,0.667,24494,4902,3598,-1
50,30271.27364,5.313661359,29.89386746,1.695023826,0.647,23248,4903,3703,-1
51,30312.92136,5.313271774,29.8262035,1.696648808,0.647,23283,4912,3710,-1
52,29455.88062,5.403870779,27.13631236,1.648837453,0.639,22726,4940,3739,-1
53,30312.92136,5.313271774,29.8262035,1.621907238,0.639,23296,5009,3807,-1
54,30312.92136,5.313271774,29.8262035,1.621907238,0.639,23296,5009,3807,-1
