ID,SLST,BPR,OPR,FPR,SFC,T_EoR,T_ToC,T_MdC,Category
347,38856.80819,5.031642816,28.93976915,1.667318065,0.627,30165,6751,5200,0
348,38493.2415,5.060435743,27.52664582,1.659866407,0.629,29943,6752,5197,0
349,38850.50169,5.071497065,28.40390514,1.654662666,0.628,30158,6752,5198,0
350,39101.75606,5.044284254,29.32805312,1.669369034,0.627,30322,6752,5197,0
351,38890.36175,5.036665335,28.94860429,1.663802276,0.627,30185,6752,5201,0
352,39003.2205,5.038156824,29.21516139,1.665035359,0.627,30256,6752,5200,0
353,38914.30907,5.038120688,28.96583327,1.667408433,0.627,30204,6753,5201,0
354,38914.30907,5.038120688,28.96583327,1.667406123,0.627,30204,6753,5201,0
355,38914.30907,5.038120688,28.97028978,1.667318065,0.627,30203,6753,5200,0
356,38914.30907,5.038120688,28.96775182,1.667320375,0.627,30203,6753,5201,0
357,38914.30907,5.038120688,28.96583327,1.667412841,0.627,30204,6753,5201,0
358,38495.75529,5.058127801,27.50531427,1.660123368,0.629,29948,6755,5200,0
359,38795.77198,5.069700906,28.23181751,1.661766664,0.628,30131,6755,5198,0
360,38914.30907,5.038120688,28.93976915,1.667318065,0.627,30205,6755,5202,0
361,38856.77842,5.027292563,28.92964939,1.667404736,0.627,30169,6755,5204,0
362,38914.30907,5.038120688,28.93976915,1.667318065,0.627,30205,6755,5202,0
363,38914.30907,5.038120688,28.93976915,1.667320375,0.627,30205,6755,5202,0
364,38914.30907,5.038120688,28.93976915,1.667318065,0.627,30205,6755,5202,0
365,38914.30907,5.038120688,28.93976915,1.667320375,0.627,30205,6755,5202,0
366,38914.30907,5.038120688,28.93976915,1.667318065,0.627,30205,6755,5202,0
367,38914.30907,5.038120688,28.9378506,1.667534565,0.627,30205,6755,5202,0
368,38914.30907,5.038108502,28.93976915,1.667339493,0.627,30205,6755,5202,0
369,38914.30907,5.038120688,28.93976915,1.667320375,0.627,30205,6755,5202,0
370,38495.75529,5.058127801,27.48563125,1.660123368,0.629,29949,6756,5201,0
371,38493.29914,5.060435743,27.46411181,1.659857578,0.629,29946,6756,5200,0
372,38495.75529,5.058127801,27.48563125,1.661710504,0.629,29950,6757,5201,0
373,39004.86596,5.073401308,28.70848281,1.66091434,0.628,30261,6757,5199,0
374,38852.56197,5.038490532,28.74384721,1.667458658,0.627,30169,6757,5204,0
375,38649.23518,5.036325627,28.23324565,1.666267582,0.628,30044,6757,5205,0
376,38914.30907,5.038120688,28.9053758,1.66531416,0.627,30206,6758,5205,0
377,38789.75146,5.062072213,28.24238257,1.654872218,0.628,30127,6759,5205,0
378,38858.45365,5.041024632,28.71504795,1.661131506,0.628,30171,6759,5206,0
379,38859.67306,5.023097406,28.93976915,1.667322991,0.627,30174,6759,5208,0
380,38502.06179,5.058127801,27.46847516,1.664592766,0.628,29957,6760,5203,0
381,38502.06179,5.058127801,27.46847516,1.664592766,0.628,29957,6760,5203,0
382,38502.06179,5.058127801,27.46847516,1.664592766,0.628,29957,6760,5203,0
383,38502.06179,5.058127801,27.46847516,1.664544626,0.628,29957,6760,5203,0
384,38502.06179,5.058127801,27.46847516,1.664592766,0.628,29957,6760,5203,0
385,38886.31453,5.02676964,28.89756487,1.672939002,0.627,30197,6760,5207,0
386,38502.06179,5.056970669,27.46847516,1.664592766,0.628,29958,6761,5204,0
387,38841.61351,5.058811434,28.38636468,1.664310715,0.628,30166,6762,5205,0
388,38888.34944,5.04493333,28.68828396,1.667248744,0.627,30196,6762,5207,0
389,38942.27967,5.038094066,28.92077945,1.662857194,0.627,30226,6762,5209,0
390,38959.7657,5.131301218,27.28657909,1.622578941,0.634,30240,6763,5193,0
391,38466.51819,5.040835666,27.47176225,1.654645913,0.629,29935,6763,5212,0
392,38821.75337,5.025957326,28.73859728,1.657253548,0.628,30150,6763,5213,0
393,38932.31163,5.037194093,28.90220732,1.662629081,0.627,30220,6763,5210,0
394,38914.30907,5.038120688,28.80731447,1.667318065,0.627,30214,6764,5210,0
395,38502.06179,5.060572072,27.33012379,1.661420534,0.629,29962,6765,5207,0
396,38795.88415,5.046136848,28.39204414,1.660168278,0.628,30138,6765,5210,0
397,38871.24785,5.069123252,28.29037743,1.654645913,0.628,30182,6765,5209,0
398,38886.31453,5.061662121,28.40654555,1.669435741,0.628,30200,6765,5206,0
399,38856.80819,5.069700906,28.24897513,1.661776548,0.628,30177,6765,5206,0
400,39005.96839,5.036622526,29.06341788,1.659518125,0.628,30266,6765,5212,0
401,38823.47813,5.119572376,27.31093535,1.637492888,0.631,30154,6766,5200,0
402,38856.80819,5.069700906,28.23181751,1.661777068,0.628,30178,6766,5207,0
403,38870.31127,5.038106756,28.23181751,1.62605788,0.632,30184,6767,5213,0
404,38850.50169,5.064577076,28.2489736,1.660182515,0.628,30175,6768,5209,0
405,38779.75667,5.049476028,28.25186872,1.661447096,0.628,30132,6768,5212,0
406,39202.41712,5.059740053,29.2152093,1.661769651,0.628,30393,6768,5209,0
407,38959.7657,5.131301218,27.28657909,1.626389364,0.633,30244,6769,5199,0
408,38959.7657,5.131301218,27.28657909,1.626389364,0.633,30244,6769,5199,0
409,38502.06179,5.059682007,27.28928153,1.664592766,0.629,29967,6769,5210,0
410,38790.59729,5.072131149,27.96126553,1.654793526,0.628,30137,6769,5211,0
411,38962.89096,5.131301218,27.28643593,1.626389364,0.633,30246,6770,5199,0
412,38962.89096,5.131301218,27.28643593,1.626389364,0.633,30246,6770,5199,0
413,38855.21321,5.062815266,28.2489736,1.661184956,0.628,30181,6770,5212,0
414,39003.2205,5.038156824,28.9372432,1.667318065,0.627,30274,6770,5214,0
415,39003.2205,5.038156824,28.9372432,1.667318065,0.627,30274,6770,5214,0
416,39003.2205,5.038157013,28.93801095,1.667318065,0.627,30274,6770,5214,0
417,39031.84595,5.038151991,28.96583327,1.673488929,0.627,30297,6770,5212,0
418,39003.2205,5.038180966,28.9372432,1.667318065,0.627,30274,6770,5214,0
419,39143.27926,5.037597288,29.32805312,1.662120474,0.627,30356,6770,5215,0
420,38762.22331,5.099824615,27.48563125,1.658937554,0.629,30126,6771,5206,0
421,38762.22331,5.099824615,27.48563125,1.658937554,0.629,30126,6771,5206,0
422,38492.79025,5.041122605,27.49097318,1.664493998,0.628,29961,6771,5214,0
423,39003.2205,5.038156824,28.9372432,1.667184404,0.627,30274,6771,5214,0
424,38856.85723,5.042243541,28.50573479,1.662392751,0.628,30182,6772,5216,0
425,38863.10065,5.038106756,28.56006055,1.661769651,0.628,30186,6773,5217,0
426,39003.2205,5.036662448,28.93734268,1.66353509,0.627,30274,6773,5218,0
427,38844.65479,5.026829235,28.65457691,1.663487133,0.627,30175,6773,5219,0
428,38993.12398,5.131301218,27.27500181,1.625477579,0.633,30269,6774,5202,0
429,38502.06179,5.041122605,27.46847516,1.664592766,0.628,29969,6774,5216,0
430,38855.09001,5.04493333,28.40654555,1.669435741,0.627,30188,6774,5216,0
431,38842.98595,5.026237776,28.63864479,1.663452641,0.627,30176,6774,5220,0
432,38790.59729,5.039754474,28.28608028,1.655090392,0.628,30141,6775,5221,0
433,38858.94671,5.04600006,28.40650948,1.664064879,0.628,30188,6775,5218,0
434,38886.31453,5.049273143,28.41662011,1.669325463,0.627,30209,6775,5216,0
435,38990.18173,5.035033843,28.88908903,1.667262377,0.627,30270,6775,5218,0
436,38750.68725,5.033744136,28.24906422,1.667123743,0.628,30124,6776,5220,0
437,38960.70628,5.037109349,28.76124678,1.656138811,0.628,30247,6777,5223,0
438,38866.55892,5.04493333,28.39380569,1.669435741,0.627,30198,6777,5218,0
439,38840.33257,5.051669117,28.24831509,1.667190118,0.628,30181,6777,5217,0
440,38483.77392,5.006231171,27.48563125,1.641479504,0.631,29961,6778,5227,0
441,38795.88415,5.038043811,28.29130673,1.662621846,0.628,30151,6778,5221,0
442,38795.88415,5.038043811,28.29130673,1.660858537,0.628,30150,6778,5221,0
443,38795.88415,5.038043811,28.29130673,1.662621846,0.628,30151,6778,5221,0
444,38761.20292,5.033744136,28.24906422,1.667228248,0.628,30132,6778,5222,0
445,38502.06179,5.041122605,27.37126018,1.664592766,0.628,29975,6779,5221,0
446,38886.31453,5.04493333,28.41811034,1.669435741,0.627,30212,6779,5220,0
447,38886.31453,5.04493333,28.41894429,1.669435741,0.627,30212,6779,5220,0
448,38886.31453,5.04493333,28.41811034,1.669435741,0.627,30212,6779,5220,0
449,39113.75459,5.036622526,29.14085772,1.662390701,0.627,30346,6779,5222,0
450,38886.31453,5.04493333,28.41894429,1.669435741,0.627,30212,6779,5220,0
451,38886.31453,5.04493333,28.41894429,1.669435741,0.627,30212,6779,5220,0
452,38860.47339,5.038156824,28.44916685,1.667318065,0.627,30194,6779,5221,0
453,38886.31453,5.04493333,28.41811034,1.670598406,0.627,30213,6779,5219,0
454,38884.98085,5.044913452,28.41894429,1.669435741,0.627,30211,6779,5220,0
455,38886.31453,5.044909188,28.41811034,1.669435741,0.627,30212,6779,5220,0
456,38888.18277,5.04493333,28.40654555,1.671698754,0.627,30215,6779,5220,0
457,38886.31453,5.044690496,28.41811034,1.669460423,0.627,30212,6779,5220,0
458,38886.31453,5.04493333,28.42007054,1.669517163,0.627,30212,6779,5220,0
459,38886.31453,5.04493333,28.41811034,1.669435741,0.627,30212,6779,5220,0
460,38886.31453,5.04493333,28.41815701,1.669435741,0.627,30212,6779,5220,0
461,38886.31453,5.045374773,28.40654555,1.669435741,0.627,30212,6779,5220,0
462,39190.33201,5.036622526,29.32805312,1.661769651,0.627,30393,6779,5222,0
463,38886.31453,5.044935387,28.41811034,1.669518015,0.627,30212,6779,5220,0
464,38886.31453,5.044541991,28.42222456,1.669445575,0.627,30212,6779,5220,0
465,38886.31453,5.04493333,28.41811034,1.669435741,0.627,30212,6779,5220,0
466,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
467,38502.06179,5.036995574,27.40548435,1.664592766,0.628,29976,6780,5222,0
468,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
469,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
470,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
471,38840.16529,5.025957326,28.54806951,1.663805692,0.627,30179,6780,5225,0
472,38886.31453,5.04493333,28.40654555,1.669301192,0.627,30213,6780,5221,0
473,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
474,38864.34899,5.025422123,28.60930044,1.663462813,0.627,30195,6780,5225,0
475,38840.16529,5.025700539,28.54806951,1.663805692,0.627,30179,6780,5225,0
476,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
477,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
478,38886.31453,5.04493333,28.40654555,1.669190305,0.627,30213,6780,5221,0
479,38876.88114,5.034905778,28.52056964,1.662177932,0.628,30202,6780,5224,0
480,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
481,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
482,38886.31453,5.044271102,28.40654555,1.669433343,0.627,30213,6780,5221,0
483,38840.16529,5.025957326,28.54806951,1.663805692,0.627,30179,6780,5225,0
484,38840.16529,5.025957326,28.54806951,1.663805692,0.627,30179,6780,5225,0
485,38886.31453,5.04493333,28.40649888,1.669435741,0.627,30213,6780,5220,0
486,38886.31453,5.044873186,28.40654555,1.669510611,0.627,30213,6780,5220,0
487,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
488,38840.16529,5.025957326,28.54806951,1.66401227,0.627,30179,6780,5225,0
489,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
490,38886.31453,5.04493333,28.40654555,1.669435741,0.627,30213,6780,5220,0
491,38840.16529,5.025957326,28.54806951,1.663805692,0.627,30179,6780,5225,0
492,38850.50169,5.038106756,28.39184345,1.661769651,0.628,30187,6781,5224,0
493,39036.97306,5.044599622,28.40654555,1.694841784,0.628,30338,6781,5213,0
494,38959.80933,5.040758935,28.23123652,1.626656677,0.632,30252,6782,5224,0
495,38482.69835,5.036073351,27.30387803,1.660800226,0.629,29965,6782,5223,0
496,38856.80819,5.038106756,28.40068467,1.661777068,0.628,30191,6782,5224,0
497,38868.17813,5.037845866,28.42906641,1.663101725,0.628,30199,6782,5225,0
498,38908.81156,5.04493333,28.44326371,1.667073761,0.627,30227,6782,5223,0
499,38900.51473,5.045083426,28.40460594,1.669090816,0.627,30224,6782,5223,0
500,38908.10702,5.025957326,28.6940198,1.663426469,0.627,30223,6782,5227,0
501,38529.13112,5.03875906,27.40732409,1.662053762,0.629,29994,6783,5224,0
502,38856.80819,5.038189273,28.38728321,1.662445955,0.628,30192,6783,5225,0
503,38856.85151,5.047038083,28.25972346,1.663356424,0.628,30194,6783,5224,0
504,38849.29065,5.034633729,28.40654555,1.667661183,0.627,30191,6783,5225,0
505,38850.50169,5.045817444,28.26296915,1.667209362,0.628,30192,6783,5223,0
506,38913.1021,5.045325263,28.43406207,1.668616315,0.627,30231,6783,5223,0
507,38962.89096,5.109059813,27.28643593,1.626389364,0.633,30261,6784,5214,0
508,38856.85723,5.025957326,28.51858245,1.666817739,0.627,30196,6784,5228,0
509,38856.80819,5.043964092,28.26019658,1.657492832,0.628,30193,6785,5227,0
510,38992.88862,5.034887888,28.29285837,1.624541278,0.632,30276,6785,5227,0
511,39004.86596,5.041024632,28.712522,1.661216812,0.628,30285,6785,5227,0
512,39004.86596,5.041024632,28.712522,1.661216812,0.628,30285,6785,5227,0
513,38856.92036,5.040837707,28.29130673,1.662632251,0.628,30196,6786,5228,0
514,38857.37011,5.043877007,28.26023315,1.661838133,0.628,30196,6786,5227,0
515,38858.83467,5.025957326,28.49645663,1.663462813,0.627,30197,6786,5230,0
516,38856.85723,5.025957326,28.49645663,1.663462813,0.627,30195,6786,5230,0
517,39111.07032,5.036622526,29.03420836,1.662390701,0.627,30351,6786,5227,0
518,38856.80819,5.043933042,28.26019658,1.667394794,0.628,30198,6786,5226,0
519,38858.83467,5.025957326,28.49645663,1.663462813,0.627,30197,6786,5230,0
520,38844.28378,5.034901268,28.34627921,1.667123743,0.627,30190,6786,5227,0
521,38858.83467,5.025878188,28.49645663,1.663462813,0.627,30197,6786,5230,0
522,38856.85723,5.025957326,28.49645663,1.663462813,0.627,30195,6786,5230,0
523,38911.51415,5.043500009,28.40654555,1.66940088,0.627,30233,6786,5225,0
524,38821.07109,5.036579275,28.24840237,1.667190759,0.628,30177,6786,5228,0
525,38862.42744,5.04493333,28.24850395,1.661958369,0.628,30200,6787,5227,0
526,38856.15489,5.036682327,28.24836343,1.645277663,0.629,30190,6787,5232,0
527,38886.31453,5.038004165,28.40158022,1.663217409,0.628,30215,6787,5228,0
528,38883.05658,5.036753695,28.39925142,1.65598141,0.628,30209,6787,5230,0
529,38886.31453,5.035510483,28.40654555,1.669435741,0.627,30220,6788,5229,0
530,38858.83467,5.025957326,28.46295071,1.663638093,0.627,30199,6788,5231,0
531,38886.31453,5.044932063,28.28963823,1.669435741,0.627,30220,6788,5227,0
532,38857.67354,5.04493333,28.20885598,1.669435741,0.627,30203,6788,5227,0
533,38851.37357,5.039680025,28.2489736,1.661769651,0.628,30195,6789,5230,0
534,38850.50169,5.038106756,28.2489736,1.65677692,0.628,30192,6789,5232,0
535,38889.68814,5.038305084,28.37786044,1.667566865,0.627,30221,6789,5229,0
536,38887.10057,5.033295473,28.4194096,1.669166729,0.627,30221,6789,5230,0
537,38886.31453,5.04493333,28.26750038,1.669435741,0.627,30221,6789,5228,0
538,38850.53146,5.038156824,28.27308891,1.667322544,0.627,30197,6789,5229,0
539,38850.50169,5.038106756,28.2489736,1.661769651,0.628,30195,6790,5231,0
540,38850.50169,5.038106756,28.2489736,1.661769651,0.628,30195,6790,5231,0
541,38850.50169,5.038106756,28.2489736,1.661769651,0.628,30195,6790,5231,0
542,38849.93977,5.036709611,28.25183215,1.65742435,0.628,30193,6790,5233,0
543,38863.77589,5.038106756,28.29130673,1.660123368,0.628,30202,6790,5231,0
544,38850.50169,5.038106756,28.2489736,1.661769651,0.628,30195,6790,5231,0
545,38886.31453,5.032879375,28.40654555,1.669435741,0.627,30222,6790,5231,0
546,38841.22531,5.036735368,28.24795499,1.667187317,0.627,30192,6790,5230,0
547,38850.50169,5.036622526,28.25186872,1.661769651,0.628,30196,6791,5232,0
548,38855.3276,5.038106756,28.2489736,1.661769651,0.628,30199,6791,5232,0
549,38850.50169,5.038106756,28.23181598,1.66177017,0.628,30196,6791,5232,0
550,38886.31453,5.04493333,28.25012823,1.667452701,0.628,30221,6791,5229,0
551,38886.31453,5.031486821,28.41977373,1.669435741,0.627,30222,6791,5231,0
552,38850.50169,5.036076467,28.26296915,1.667615649,0.627,30199,6791,5231,0
553,38924.02317,5.038120688,28.4307028,1.667406123,0.627,30245,6791,5231,0
554,39198.85429,5.036622526,29.14085772,1.669123626,0.627,30415,6791,5230,0
555,38856.85723,5.019483137,28.49645663,1.663286419,0.627,30200,6791,5235,0
556,38888.60326,5.025957326,28.49645663,1.669396454,0.627,30223,6791,5232,0
557,38856.80819,5.038106756,28.23181751,1.661777068,0.628,30201,6792,5233,0
558,38850.43253,5.038106756,28.21418945,1.662445955,0.628,30198,6792,5233,0
559,38850.43253,5.038106756,28.21418945,1.661824904,0.628,30197,6792,5233,0
560,38854.41559,5.036753695,28.24836343,1.667190118,0.627,30202,6792,5232,0
561,38850.43253,5.038106756,28.21418945,1.662445955,0.628,30198,6792,5233,0
562,38854.41559,5.036753695,28.24836343,1.667190118,0.627,30202,6792,5232,0
563,38854.41559,5.036753695,28.24836343,1.668886677,0.627,30203,6792,5232,0
564,38854.41559,5.036834865,28.24836343,1.667190118,0.627,30202,6792,5232,0
565,38855.74926,5.036773573,28.24836343,1.667190118,0.627,30203,6792,5232,0
566,38864.51279,5.036824578,28.28598462,1.667158351,0.627,30208,6792,5232,0
567,38854.41559,5.036753695,28.24836343,1.667190118,0.627,30202,6792,5232,0
568,38854.41559,5.036753695,28.24836343,1.667190118,0.627,30202,6792,5232,0
569,38850.50169,5.03475879,28.26296915,1.667409215,0.627,30200,6792,5232,0
570,38854.41559,5.036765881,28.24836343,1.667170999,0.627,30202,6792,5232,0
571,38889.21639,5.03313846,28.39245992,1.669435741,0.627,30225,6792,5232,0
572,38854.41559,5.036753695,28.24836343,1.667190118,0.627,30202,6792,5232,0
573,38959.7657,5.094209187,27.28657909,1.626389364,0.633,30269,6793,5223,0
574,38856.80819,5.038106756,28.22539042,1.662445955,0.628,30202,6793,5233,0
575,38856.80819,5.037594631,28.23181751,1.661128686,0.628,30201,6793,5233,0
576,38857.77694,5.038106756,28.22175252,1.660114539,0.628,30202,6793,5233,0
577,38856.80819,5.037602705,28.23181751,1.661128686,0.628,30201,6793,5233,0
578,38856.80819,5.038106756,28.22539042,1.662445955,0.628,30202,6793,5233,0
579,38858.78563,5.038106756,28.23181751,1.663006661,0.628,30204,6793,5233,0
580,38856.15489,5.036720239,28.24836343,1.667190118,0.627,30204,6793,5232,0
581,38856.15489,5.036720239,28.24836343,1.667190118,0.627,30204,6793,5232,0
582,38856.15489,5.036720239,28.24836343,1.667190118,0.627,30204,6793,5232,0
583,38911.91647,5.036717559,28.39911304,1.667190118,0.627,30238,6793,5232,0
584,38856.15489,5.036720239,28.24836343,1.667190118,0.627,30204,6793,5232,0
585,38856.15489,5.036720239,28.24836343,1.667190118,0.627,30204,6793,5232,0
586,38865.34611,5.036622526,28.25167474,1.662390701,0.628,30208,6794,5234,0
587,38849.93977,5.036709611,28.16819638,1.65742435,0.628,30198,6795,5237,0
588,38842.05014,5.033410024,28.21418945,1.662815035,0.628,30195,6795,5235,0
589,39367.61969,5.036622526,29.53637216,1.661593093,0.627,30518,6795,5234,0
590,38812.32351,5.010298942,28.43240641,1.663462813,0.627,30176,6795,5239,0
591,39229.57896,5.036622526,29.15942986,1.669186858,0.627,30438,6795,5233,0
592,38863.21348,5.033295473,28.24896926,1.661689357,0.628,30209,6796,5237,0
593,38879.00835,5.037955207,28.2466104,1.666808879,0.628,30221,6796,5235,0
594,38870.04616,5.034901268,28.2566695,1.667448025,0.627,30216,6796,5235,0
595,38886.31453,5.038816581,28.24794366,1.66736234,0.627,30226,6796,5235,0
596,38870.67664,5.034974297,28.23749944,1.667446297,0.627,30217,6797,5236,0
597,39317.29354,5.034901268,29.37533734,1.667490381,0.627,30493,6797,5235,0
598,38901.81292,5.026970748,28.43884315,1.662104637,0.628,30232,6797,5238,0
599,38860.60487,5.033497184,28.22242333,1.666021579,0.628,30211,6798,5237,0
600,38850.50169,5.027292563,28.26296915,1.669558829,0.627,30207,6798,5238,0
601,38864.77916,5.027074503,28.31475196,1.666175937,0.627,30213,6798,5238,0
602,38888.03352,5.036720239,28.24836343,1.667181345,0.627,30229,6798,5237,0
603,38912.25227,5.036843182,28.32049358,1.667409215,0.627,30243,6798,5236,0
604,38634.15803,5.041122605,27.43610619,1.663438172,0.628,30074,6799,5236,0
605,38850.50169,5.027292563,28.26296915,1.667409215,0.627,30206,6799,5239,0
606,38850.50169,5.027292563,28.26296915,1.667409215,0.627,30206,6799,5239,0
607,38850.50169,5.027292563,28.26296915,1.667543765,0.627,30206,6799,5239,0
608,38850.50169,5.027292563,28.26296915,1.667409215,0.627,30206,6799,5239,0
609,38850.50169,5.027292563,28.26296915,1.667409215,0.627,30206,6799,5239,0
610,38850.50169,5.027292563,28.26296915,1.667409215,0.627,30206,6799,5239,0
611,38850.50169,5.027292563,28.26296915,1.667233935,0.627,30206,6799,5239,0
612,38850.50169,5.027293932,28.26296915,1.66758561,0.627,30206,6799,5239,0
613,38900.88894,5.038106756,28.23820733,1.661769651,0.628,30235,6800,5238,0
614,38911.92219,5.025957326,28.43040754,1.667296507,0.627,30244,6800,5240,0
615,38850.50169,5.027292563,28.23690503,1.667318848,0.627,30207,6800,5240,0
616,38886.31453,5.021464579,28.40654555,1.661836357,0.628,30226,6800,5242,0
617,38835.1444,5.009145861,28.42877627,1.663805692,0.627,30195,6800,5244,0
618,38858.83467,5.026856153,28.24778258,1.663240907,0.628,30211,6801,5241,0
619,38877.37102,5.033756826,28.20284282,1.662410998,0.628,30223,6801,5240,0
620,38856.85723,5.02623623,28.25395628,1.663462813,0.628,30210,6801,5241,0
621,38911.91647,5.037909111,28.24985366,1.667300396,0.627,30246,6801,5239,0
622,38912.25227,5.036847516,28.26296915,1.667409215,0.627,30247,6801,5239,0
623,38911.91647,5.036717559,28.24836343,1.667190118,0.627,30247,6802,5240,0
624,38911.91647,5.036717559,28.24836343,1.667190118,0.627,30247,6802,5240,0
625,38883.76429,5.038156824,28.16536243,1.667167144,0.628,30229,6802,5239,0
626,38856.85723,5.025957326,28.24348749,1.663471399,0.628,30211,6802,5242,0
627,38914.30907,5.038120688,28.22253654,1.667406123,0.627,30250,6803,5240,0
628,38850.50169,5.021601524,28.2489736,1.661769651,0.628,30207,6804,5244,0
629,38906.41083,5.034901268,28.23749944,1.667615569,0.627,30245,6804,5241,0
630,38905.26407,5.025811875,28.34826937,1.663679922,0.628,30242,6804,5244,0
631,38909.66421,5.032677406,28.25408546,1.669435741,0.627,30249,6805,5242,0
632,38959.50192,5.026310057,28.46788517,1.667158189,0.627,30279,6805,5244,0
633,38927.15677,5.036717559,28.24836343,1.667190118,0.627,30259,6805,5242,0
634,38914.30907,5.035605304,28.21609891,1.667115946,0.627,30252,6806,5243,0
635,38851.37357,5.015168726,28.2489736,1.661769651,0.628,30213,6809,5249,0
636,38902.66431,5.027107727,28.25057976,1.667408444,0.627,30247,6809,5247,0
637,38947.62239,5.036618242,28.24189428,1.662861658,0.628,30273,6809,5246,0
638,39542.98195,5.072915317,29.29303228,1.662160544,0.628,30642,6809,5238,0
639,39442.85153,5.044873013,29.35329851,1.669519699,0.627,30585,6809,5242,0
640,38952.40835,5.03662189,28.24166569,1.661600572,0.628,30276,6810,5247,0
641,39360.81523,5.038094066,29.26533807,1.667206775,0.627,30531,6810,5244,0
642,39359.10908,5.034323958,29.32805312,1.662177932,0.627,30527,6810,5247,0
643,38989.88307,5.09860652,27.49515077,1.660123368,0.629,30304,6811,5237,0
644,39004.86596,5.044684196,28.26990012,1.661216812,0.628,30309,6811,5246,0
645,39368.77635,5.034905778,29.32805312,1.662177932,0.627,30534,6812,5248,0
646,39357.82905,5.045811089,29.09644458,1.667540634,0.627,30534,6814,5247,0
647,39650.37494,5.045066642,29.72505579,1.669509036,0.628,30721,6816,5246,0
648,39337.29821,5.033727061,29.15942986,1.669186858,0.627,30524,6816,5250,0
649,39003.2205,5.038156824,28.2436388,1.667135397,0.627,30318,6818,5252,0
650,39307.02654,5.045083426,28.89755082,1.669090816,0.627,30509,6819,5251,0
651,39542.98195,5.036622526,29.60868789,1.661769651,0.627,30649,6820,5253,0
652,38846.89533,5.058878933,27.46847516,1.664592766,0.628,30226,6821,5250,0
653,39370.4404,5.035032394,29.15942986,1.669186858,0.627,30549,6821,5253,0
654,39542.98195,5.036237988,29.32805312,1.68327964,0.627,30675,6821,5249,0
655,39389.73068,5.027569596,29.33728361,1.66224581,0.627,30555,6821,5257,0
656,39272.126,5.038094066,28.88908903,1.667270145,0.627,30487,6821,5254,0
657,38911.91647,5.036717559,27.93822856,1.663835192,0.628,30264,6822,5255,0
658,39358.95512,5.036622526,29.14085772,1.661990068,0.627,30537,6822,5256,0
659,39016.99817,5.03398697,28.24906422,1.667099061,0.627,30331,6823,5257,0
660,39650.37494,5.045065374,29.63097703,1.669747274,0.627,30727,6823,5252,0
661,39350.39646,5.033701156,29.13157956,1.663428228,0.627,30533,6823,5257,0
662,39357.44161,5.044722312,28.95765441,1.669126342,0.627,30544,6824,5255,0
663,39372.10652,5.033744136,29.14822739,1.667913872,0.627,30551,6824,5256,0
664,39372.10652,5.033744136,29.14822739,1.667913872,0.627,30551,6824,5256,0
665,39442.85153,5.104020792,28.39000022,1.669253304,0.628,30602,6825,5244,0
666,38910.17717,5.010183661,28.24836343,1.667190118,0.627,30265,6825,5262,0
667,39298.76082,5.038021438,28.89828143,1.667266302,0.627,30507,6825,5257,0
668,39372.10652,5.033744136,29.14822739,1.666307356,0.627,30551,6825,5257,0
669,39367.37419,5.033744136,29.14830542,1.663693899,0.627,30546,6825,5258,0
670,39372.10652,5.033744136,29.14822739,1.666307356,0.627,30551,6825,5257,0
671,39130.81575,5.0364914,28.48117012,1.667123743,0.627,30403,6826,5258,0
672,39531.55549,5.044988007,29.32805312,1.670370627,0.627,30656,6826,5254,0
673,39650.37494,5.045065374,29.59658368,1.669509036,0.627,30729,6826,5254,0
674,39650.37494,5.045065374,29.59658368,1.669509036,0.627,30729,6826,5254,0
675,39650.37494,5.045065374,29.59658368,1.669509036,0.627,30729,6826,5254,0
676,39649.83602,5.045249074,29.58413724,1.669851225,0.627,30730,6826,5254,0
677,39351.54369,5.045023232,28.90717265,1.668854675,0.627,30543,6827,5257,0
678,39099.23268,5.034851101,28.40654555,1.661243046,0.628,30381,6827,5260,0
679,39332.79883,5.038156824,28.93976915,1.667318065,0.627,30530,6828,5259,0
680,39348.75683,5.076501937,28.49846289,1.662248518,0.628,30540,6829,5254,0
681,39345.15042,5.033744136,29.02347094,1.667332573,0.627,30538,6829,5260,0
682,39540.08009,5.046700648,29.34213875,1.662177932,0.627,30657,6830,5259,0
683,39165.66841,5.04493333,28.40654555,1.663502101,0.628,30427,6830,5261,0
684,39175.52272,5.045044885,28.40654555,1.669435741,0.627,30438,6831,5260,0
685,39543.36769,5.036269795,29.43533698,1.666076271,0.627,30663,6831,5261,0
686,39542.13715,5.055507053,29.15942986,1.669432295,0.627,30666,6831,5257,0
