ID,ThrustSLS,WingSpan,WingSweep,WingTCR,MTOW,Range,TOFL,AppSpeed
986,24000,126,33,0.105,215631.7359,3587.586534,8885.856899,127.5616817
987,24000,126,33,0.108,217407.3457,3666.675764,9055.75455,128.0858112
988,24000,126,33,0.111,219193.1407,3743.411753,9230.43403,128.6107925
989,24000,126,33,0.114,220988.2838,3817.9303,9410.001556,129.1363707
990,24000,126,33,0.117,222792.0244,3890.377768,9594.574795,129.6623201
991,24000,126,34,0.09,207179.7739,3146.057014,8125.397911,125.037073
992,24000,126,34,0.093,208882.4306,3235.921376,8272.487282,125.5494303
993,24000,126,34,0.096,210601.8298,3322.996606,8424.059379,126.0651041
994,24000,126,34,0.099,212336.2143,3407.513622,8580.135758,126.5831435
995,24000,126,34,0.102,214084.2217,3489.473713,8740.771069,127.1031152
996,24000,126,34,0.105,215844.6463,3571.000633,8906.0338,127.6246391
997,24000,126,34,0.108,217616.417,3652.62363,9076.005409,128.1473809
998,24000,126,34,0.111,219398.5794,3730.04079,9250.779692,128.6710459
999,24000,126,34,0.114,221190.2803,3805.057556,9430.462322,129.1953738
1000,24000,126,34,0.117,222990.7545,3877.823852,9615.170554,129.720134
1001,25000,90,25,0.09,156373.4296,869.5276092,8933.73229,152.0806802
1002,25000,90,25,0.093,156920.8033,905.413419,9000.923094,152.3462204
1003,25000,90,25,0.096,157478.789,940.7609554,9070.008375,152.6168443
1004,25000,90,25,0.099,158046.3133,975.4126626,9140.89548,152.8916034
1005,25000,90,25,0.102,158622.5239,1008.719857,9213.516526,153.1700636
1006,25000,90,25,0.105,159206.6663,1040.356321,9287.813642,153.4518412
1007,25000,90,25,0.108,159798.0699,1070.959495,9363.737586,153.7365953
1008,25000,90,25,0.111,160396.1368,1100.007819,9441.2466,154.0240223
1009,25000,90,25,0.114,161000.3323,1127.304873,9520.305448,154.3138509
1010,25000,90,25,0.117,161610.1767,1153.00099,9600.884613,154.6058383
1011,25000,90,26,0.09,156444.9606,866.2705386,8942.480404,152.1157798
1012,25000,90,26,0.093,156990.3055,902.1011587,9009.495571,152.3799528
1013,25000,90,26,0.096,157546.4697,937.4566019,9078.429059,152.6496344
1014,25000,90,26,0.099,158112.2827,972.104691,9149.176437,152.9235069
1015,25000,90,26,0.102,158686.8825,1005.894807,9221.668743,153.2011316
1016,25000,90,26,0.105,159269.5058,1038.433473,9295.84716,153.4821202
1017,25000,90,26,0.108,159859.4746,1069.635853,9371.661613,153.7661282
1018,25000,90,26,0.111,160456.184,1099.385279,9449.069605,154.0528485
1019,25000,90,26,0.114,161059.0934,1127.522013,9528.035248,154.3420068
1020,25000,90,26,0.117,161667.7175,1153.67434,9608.52844,154.6333574
1021,25000,90,27,0.09,156522.9409,862.3588048,8952.028321,152.1536902
1022,25000,90,27,0.093,157066.1621,898.0421755,9018.86239,152.4167606
1023,25000,90,27,0.096,157620.3374,933.3570357,9087.629684,152.6854139
1024,25000,90,27,0.099,158184.2818,968.0348273,9158.224077,152.9583189
1025,25000,90,27,0.102,158757.1226,1001.974809,9230.575429,153.2350316
1026,25000,90,27,0.105,159338.0874,1035.398919,9304.623883,153.5151592
1027,25000,90,27,0.108,159926.4894,1067.309063,9380.318453,153.7983529
1028,25000,90,27,0.111,160521.7167,1097.847399,9457.615833,154.0843018
1029,25000,90,27,0.114,161123.2218,1126.878316,9536.479418,154.3727285
1030,25000,90,27,0.117,161730.5134,1154.08584,9616.878469,154.6633841
1031,25000,90,28,0.09,156607.8033,859.0076145,8962.432026,152.1949357
1032,25000,90,28,0.093,157148.7125,894.553391,9029.068355,152.4568063
1033,25000,90,28,0.096,157700.7226,929.8054154,9097.654188,152.7243407
1034,25000,90,28,0.099,158262.6327,964.5195275,9168.081545,152.996193
1035,25000,90,28,0.102,158833.5587,998.5129765,9240.278994,153.2719135
1036,25000,90,28,0.105,159412.7177,1032.091659,9314.185548,153.5511042
1037,25000,90,28,0.108,159999.4142,1065.024619,9389.749221,153.8334117
1038,25000,90,28,0.111,160593.0279,1096.129627,9466.925824,154.1185214
1039,25000,90,28,0.114,161193.0041,1125.838012,9545.67797,154.4061519
1040,25000,90,28,0.117,161798.8451,1153.897051,9625.974222,154.6960513
1041,25000,90,29,0.09,156699.9296,855.5043295,8973.741781,152.2396991
1042,25000,90,29,0.093,157238.328,890.9172239,9040.162685,152.5002675
1043,25000,90,29,0.096,157787.9867,926.0299117,9108.550833,152.7665875
1044,25000,90,29,0.099,158347.6877,960.7798663,9178.796224,153.0372972
1045,25000,90,29,0.102,158916.5342,994.8566156,9250.826016,153.3119407
1046,25000,90,29,0.105,159493.7324,1028.470797,9324.577986,153.5901145
1047,25000,90,29,0.108,160078.5766,1061.79041,9399.999061,153.8714603
1048,25000,90,29,0.111,160670.438,1093.852778,9477.044089,154.155659
1049,25000,90,29,0.114,161268.754,1124.18023,9555.67483,154.4424254
1050,25000,90,29,0.117,161873.0197,1153.007869,9635.859086,154.731504
1051,25000,90,30,0.09,156799.7373,851.7586048,8986.012827,152.28818
1052,25000,90,30,0.093,157335.4147,887.1134475,9052.199469,152.5473381
1053,25000,90,30,0.096,157882.5253,922.1318229,9120.372656,152.8123428
1054,25000,90,30,0.099,158439.8322,956.8230319,9190.420179,153.0818151
1055,25000,90,30,0.102,159006.4251,990.9564699,9262.267665,153.3552921
1056,25000,90,30,0.105,159581.4982,1024.667403,9335.851547,153.6323645
1057,25000,90,30,0.108,160164.3352,1058.002279,9411.117564,153.9126686
1058,25000,90,30,0.111,160754.2976,1090.793808,9488.019521,154.1958806
1059,25000,90,30,0.114,161350.8143,1121.911145,9566.518244,154.4817111
1060,25000,90,30,0.117,161953.3728,1151.442408,9646.580712,154.7699006
1061,25000,90,31,0.09,156907.6835,847.9195,8999.305923,152.3405967
1062,25000,90,31,0.093,157440.4171,883.1065252,9065.238191,152.5982301
1063,25000,90,31,0.096,157984.771,918.0564655,9133.177972,152.8618129
1064,25000,90,31,0.099,158539.4878,952.6333274,9203.010655,153.1299472
1065,25000,90,31,0.102,159103.6428,986.8159718,9274.6602,153.4021631
1066,25000,90,31,0.105,159676.4169,1020.600132,9348.061578,153.6780447
1067,25000,90,31,0.108,160257.0823,1054.011009,9423.159242,153.9572226
1068,25000,90,31,0.111,160844.9903,1086.881035,9499.905857,154.2393678
1069,25000,90,31,0.114,161439.5604,1119.00157,9578.261239,154.5241863
1070,25000,90,31,0.117,162040.2719,1149.19292,9658.191467,154.8114145
1071,25000,90,32,0.09,157024.2683,843.9288552,9013.687952,152.397188
1072,25000,90,32,0.093,157553.8218,878.9729649,9079.344323,152.6531754
1073,25000,90,32,0.096,158095.1975,913.7281423,9147.030961,152.9152232
1074,25000,90,32,0.099,158647.1164,948.2457778,9216.630643,153.1819132
1075,25000,90,32,0.102,159208.6375,982.4216645,9288.06552,153.4527676
1076,25000,90,32,0.105,159778.9279,1016.271155,9361.268975,153.7273636
1077,25000,90,32,0.108,160357.2474,1049.73196,9436.184061,154.0053256
1078,25000,90,32,0.111,160942.9359,1082.606688,9512.762208,154.286319
1079,25000,90,32,0.114,161535.4031,1114.915759,9590.962135,154.5700449
1080,25000,90,32,0.117,162134.1194,1146.247631,9670.748945,154.8562352
1081,25000,90,33,0.09,157150.0401,839.7755191,9029.232608,152.4582152
1082,25000,90,33,0.093,157676.1619,874.6768161,9094.589994,152.7124279
1083,25000,90,33,0.096,158214.3241,909.2924294,9162.002321,152.9728206
1084,25000,90,33,0.099,158763.2237,943.679197,9231.349528,153.2379532
1085,25000,90,33,0.102,159321.9028,977.7306628,9302.551799,153.5073396
1086,25000,90,33,0.105,159889.5132,1011.680276,9375.540795,153.7805493
1087,25000,90,33,0.108,160465.3012,1045.151441,9450.258052,154.0572002
1088,25000,90,33,0.111,161048.5947,1078.095211,9526.653657,154.3369516
1089,25000,90,33,0.114,161638.7928,1110.435966,9604.685141,154.6194993
1090,25000,90,33,0.117,162235.356,1142.174927,9684.316548,154.9045704
1091,25000,90,34,0.09,157285.6,835.4607364,9046.021184,152.5239645
1092,25000,90,34,0.093,157808.0222,870.2292771,9111.054762,152.7762655
1093,25000,90,34,0.096,158342.7199,904.7241233,9178.170022,153.0348753
1094,25000,90,34,0.099,158888.3645,938.9212947,9247.243817,153.2983304
1095,25000,90,34,0.102,159443.9797,972.8570635,9318.194202,153.5661353
1096,25000,90,34,0.105,160008.7008,1006.666342,9390.950968,153.8378517
1097,25000,90,34,0.108,160581.7597,1040.34232,9465.454004,154.1130902
1098,25000,90,34,0.111,161162.4714,1073.33191,9541.651943,154.3915037
1099,25000,90,34,0.114,161750.223,1105.748597,9619.501026,154.6727821
1100,25000,90,34,0.117,162344.4651,1137.545828,9698.964151,154.9566474
1101,25000,94,25,0.09,160461.0699,1063.014317,8578.023829,147.5000957
1102,25000,94,25,0.093,161101.2739,1104.492915,8650.475079,147.7935103
1103,25000,94,25,0.096,161752.5795,1145.113856,8724.887622,148.0919679
1104,25000,94,25,0.099,162413.8221,1184.793733,8801.173192,148.3943653
1105,25000,94,25,0.102,163084.1127,1222.463649,8879.272175,148.7002727
1106,25000,94,25,0.105,163762.6639,1257.357349,8959.134477,149.0093104
1107,25000,94,25,0.108,164448.776,1290.789873,9040.71823,149.3211412
1108,25000,94,25,0.111,165141.8253,1321.976319,9123.988715,149.635465
1109,25000,94,25,0.114,165841.254,1350.43637,9208.917474,149.952014
1110,25000,94,25,0.117,166546.5617,1377.570232,9295.481551,150.2705482
1111,25000,94,26,0.09,160537.1925,1058.814671,8586.602876,147.5353921
1112,25000,94,26,0.093,161175.2768,1100.278688,8658.894016,147.8274488
1113,25000,94,26,0.096,161824.6808,1140.995782,8733.169439,148.1249678
1114,25000,94,26,0.099,162484.1369,1180.764874,8809.329356,148.4264819
1115,25000,94,26,0.102,163152.7458,1219.262968,8887.313144,148.7315568
1116,25000,94,26,0.105,163829.7112,1255.808253,8967.069825,149.0398083
1117,25000,94,26,0.108,164514.3254,1290.23206,9048.556751,149.3508955
1118,25000,94,26,0.111,165205.9576,1322.535015,9131.738515,149.664515
1119,25000,94,26,0.114,165904.0436,1352.290889,9216.586048,149.9803957
1120,25000,94,26,0.117,166608.0772,1379.22521,9303.075852,150.2982953
1121,25000,94,27,0.09,160620.0621,1054.401907,8595.953217,147.5730656
1122,25000,94,27,0.093,161256.046,1095.789825,8668.09322,147.8644815
1123,25000,94,27,0.096,161903.3737,1136.53478,8742.218498,148.1609761
1124,25000,94,27,0.099,162560.8792,1176.436581,8818.240821,148.4615264
1125,25000,94,27,0.102,163227.6519,1215.242392,8896.098466,148.7656926
1126,25000,94,27,0.105,163902.8857,1253.294343,8975.739485,149.0730861
1127,25000,94,27,0.108,164585.8643,1288.828275,9057.120374,149.3833619
1128,25000,94,27,0.111,165275.9492,1322.191658,9140.204974,149.6962126
1129,25000,94,27,0.114,165972.5691,1353.190503,9224.963546,150.0113642
1130,25000,94,27,0.117,166675.2116,1381.559712,9311.371998,150.3285709
1131,25000,94,28,0.09,160710.3717,1049.919531,8606.156003,147.6145476
1132,25000,94,28,0.093,161343.9431,1091.234184,8678.116727,147.9047718
1133,25000,94,28,0.096,161989.0105,1132.004169,8752.078044,148.2001518
1134,25000,94,28,0.099,162644.3923,1172.027766,8827.950115,148.4996534
1135,25000,94,28,0.102,163309.166,1210.953704,8905.670009,148.802831
1136,25000,94,28,0.105,163982.5148,1249.28492,8985.184718,149.109291
1137,25000,94,28,0.108,164663.7129,1286.733413,9066.449808,149.4186837
1138,25000,94,28,0.111,165352.1132,1321.092334,9149.428293,149.730698
1139,25000,94,28,0.114,166047.137,1353.256829,9234.089703,150.045056
1140,25000,94,28,0.117,166748.2651,1382.988742,9320.409297,150.3615089
1141,25000,94,29,0.09,160808.412,1045.360605,8617.247514,147.6595673
1142,25000,94,29,0.093,161439.3635,1086.53629,8689.012903,147.9484982
1143,25000,94,29,0.096,162081.9764,1127.280448,8762.795579,148.2426686
1144,25000,94,29,0.099,162735.052,1167.347775,8838.503945,148.5410319
1145,25000,94,29,0.102,163397.6548,1206.460233,8916.073752,148.8431366
1146,25000,94,29,0.105,164068.9565,1244.95944,8995.450839,149.1485833
1147,25000,94,29,0.108,164748.2209,1283.033171,9076.589753,149.4570176
1148,25000,94,29,0.111,165434.7919,1319.123544,9159.45261,149.7681241
1149,25000,94,29,0.114,166128.0824,1352.393423,9244.008144,150.0816208
1150,25000,94,29,0.117,166827.5659,1383.395473,9330.230904,150.3972555
1151,25000,94,30,0.09,160914.6274,1040.582773,8629.28196,147.7083256
1152,25000,94,30,0.093,161542.7398,1081.722827,8700.83491,147.9958558
1153,25000,94,30,0.096,162182.6925,1122.350171,8774.423305,148.2887162
1154,25000,94,30,0.099,162833.2689,1162.50007,8849.953634,148.5858468
1155,25000,94,30,0.102,163493.5191,1201.734662,8927.360215,148.8867893
1156,25000,94,30,0.105,164162.6023,1240.395036,9006.587629,149.1911386
1157,25000,94,30,0.108,164839.7713,1278.497119,9087.589315,149.498535
1158,25000,94,30,0.111,165524.3597,1315.866765,9170.326413,149.8086581
1159,25000,94,30,0.114,166215.7719,1350.575985,9254.766788,150.121222
1160,25000,94,30,0.117,166913.4731,1382.776651,9340.884218,150.4359705
1161,25000,94,31,0.09,161029.5043,1035.731184,8642.318966,147.7610418
1162,25000,94,31,0.093,161654.5451,1076.640854,8713.64121,148.0470578
1163,25000,94,31,0.096,162291.62,1117.197881,8787.018625,148.3385019
1164,25000,94,31,0.099,162939.4925,1157.280937,8862.355615,148.6342997
1165,25000,94,31,0.102,163597.1976,1196.707733,8939.584941,148.9339859
1166,25000,94,31,0.105,164263.8808,1235.455723,9018.649816,149.2371487
1167,25000,94,31,0.108,164938.7827,1273.689799,9099.502476,149.5434229
1168,25000,94,31,0.111,165621.2264,1311.216936,9182.102997,149.8524829
1169,25000,94,31,0.114,166310.6064,1347.785058,9266.418302,150.1640382
1170,25000,94,31,0.117,167006.3794,1381.149412,9352.42133,150.4778285
1171,25000,94,32,0.09,161153.5751,1030.625651,8656.424168,147.8179559
1172,25000,94,32,0.093,161775.2976,1071.380806,8727.496154,148.1023374
1173,25000,94,32,0.096,162409.2636,1111.750837,8800.644714,148.3922526
1174,25000,94,32,0.099,163054.2152,1151.750338,8875.77199,148.6866117
1175,25000,94,32,0.102,163709.1707,1191.245375,8952.809048,148.9849416
1176,25000,94,32,0.105,164373.2611,1230.185806,9031.697616,149.2868236
1177,25000,94,32,0.108,165045.7139,1268.544508,9112.388623,149.5918861
1178,25000,94,32,0.111,165725.8406,1306.149208,9194.840991,149.8997984
1179,25000,94,32,0.114,166413.0252,1342.998003,9279.020618,150.2102648
1180,25000,94,32,0.117,167106.7152,1378.511072,9364.899537,150.5230207
1181,25000,94,33,0.09,161287.4232,1025.387712,8671.66989,147.8793306
1182,25000,94,33,0.093,161905.5651,1066.014946,8742.47064,148.1619498
1183,25000,94,33,0.096,162536.1764,1106.246006,8815.371172,148.4502165
1184,25000,94,33,0.099,163177.9761,1146.055995,8890.271165,148.7430244
1185,25000,94,33,0.102,163829.9647,1185.44437,8967.099849,149.0398918
1186,25000,94,33,0.105,164491.2573,1224.670245,9045.797341,149.3403927
1187,25000,94,33,0.108,165161.0674,1263.133445,9126.313152,149.6441489
1188,25000,94,33,0.111,165838.6938,1300.87677,9208.604949,149.9508236
1189,25000,94,33,0.114,166523.5095,1337.836094,9292.637523,150.2601158
1190,25000,94,33,0.117,167214.9517,1374.011316,9378.381918,150.5717563
1191,25000,94,34,0.09,161431.6886,1019.959917,8688.135919,147.9454534
1192,25000,94,34,0.093,162045.9702,1060.431013,8758.642872,148.2261744
1193,25000,94,34,0.096,162672.9649,1100.504763,8831.274755,148.5126656
1194,25000,94,34,0.099,163311.3667,1140.168984,8905.928575,148.8038026
1195,25000,94,34,0.102,163960.1568,1179.438825,8982.531569,149.0990947
1196,25000,94,34,0.105,164618.4331,1218.530526,9061.022106,149.3981078
1197,25000,94,34,0.108,165285.3941,1257.420903,9141.348158,149.7004568
1198,25000,94,34,0.111,165960.3251,1295.283006,9223.466035,150.0057982
1199,25000,94,34,0.114,166642.5869,1332.417302,9307.339323,150.3138256
1200,25000,94,34,0.117,167331.6058,1368.657911,9392.937996,150.6242643
1201,25000,98,25,0.09,164871.6825,1283.191096,8295.324211,143.4109879
1202,25000,98,25,0.093,165613.7736,1329.924824,8373.532501,143.7331311
1203,25000,98,25,0.096,166367.3252,1375.513366,8453.786745,144.0597584
1204,25000,98,25,0.099,167131.2116,1419.644933,8536.017096,144.390111
1205,25000,98,25,0.102,167904.5063,1460.760449,8620.172252,144.7237644
1206,25000,98,25,0.105,168686.2764,1497.558701,8706.197597,145.0599137
1207,25000,98,25,0.108,169476.0211,1532.305167,8794.084026,145.399092
1208,25000,98,25,0.111,170272.9752,1563.838489,8883.791621,145.7405663
1209,25000,98,25,0.114,171076.5577,1592.409867,8975.2992,146.0840723
1210,25000,98,25,0.117,171886.2471,1620.632314,9068.590973,146.4293736
1211,25000,98,26,0.09,164952.5355,1277.959587,8303.805852,143.4460239
1212,25000,98,26,0.093,165692.5505,1324.835842,8381.882603,143.767311
1213,25000,98,26,0.096,166444.12,1370.622047,8462.013419,144.0930028
1214,25000,98,26,0.099,167206.144,1414.990249,8544.131359,144.4224751
1215,25000,98,26,0.102,167977.6855,1457.599235,8628.184171,144.7552985
1216,25000,98,26,0.105,168757.9151,1496.999249,8714.128874,145.0910932
1217,25000,98,26,0.108,169545.9845,1533.224877,8801.918086,145.429098
1218,25000,98,26,0.111,170341.4613,1566.32972,8891.54893,145.7698699
1219,25000,98,26,0.114,171143.6439,1596.323684,8982.987045,146.1127095
1220,25000,98,26,0.117,171952.0052,1623.552769,9076.216127,146.4573777
1221,25000,98,27,0.09,165040.8251,1272.203312,8313.078568,143.484409
1222,25000,98,27,0.093,165778.5311,1319.304531,8391.006814,143.8046071
1223,25000,98,27,0.096,166527.9362,1365.249823,8471.002455,144.1292781
1224,25000,98,27,0.099,167287.9267,1409.995448,8552.997279,144.4577897
1225,25000,98,27,0.102,168057.554,1453.005448,8636.937996,144.7897073
1226,25000,98,27,0.105,168835.9785,1495.043219,8722.780714,145.1246466
1227,25000,98,27,0.108,169622.3415,1533.016666,8810.477088,145.461839
1228,25000,98,27,0.111,170416.2052,1567.744897,8900.023856,145.8018444
1229,25000,98,27,0.114,171216.8595,1599.349958,8991.385865,146.1439567
1230,25000,98,27,0.117,172023.7706,1628.019587,9084.546255,146.487934
1231,25000,98,28,0.09,165136.9079,1266.179401,8323.182799,143.5261706
1232,25000,98,28,0.093,165872.1003,1313.445058,8400.948851,143.845184
1233,25000,98,28,0.096,166619.1491,1359.682513,8480.796854,144.1687442
1234,25000,98,28,0.099,167376.9257,1404.631645,8562.657211,144.4962105
1235,25000,98,28,0.102,168144.4692,1447.94631,8646.475493,144.8271426
1236,25000,98,28,0.105,168920.9285,1490.543485,8732.206812,145.1611512
1237,25000,98,28,0.108,169705.5477,1531.736107,8819.814548,145.4978909
1238,25000,98,28,0.111,170497.5416,1568.08001,8909.256693,145.836631
1239,25000,98,28,0.114,171296.5319,1601.365812,9000.53555,146.177952
1240,25000,98,28,0.117,172101.8642,1631.711136,9093.620882,146.5211775
1241,25000,98,29,0.09,165241.2163,1260.008308,8334.167435,143.5714936
1242,25000,98,29,0.093,165973.6789,1307.153943,8411.75674,143.8892213
1243,25000,98,29,0.096,166718.1689,1353.668724,8491.44386,144.211576
1244,25000,98,29,0.099,167473.5414,1398.860904,8573.15768,144.5379079
1245,25000,98,29,0.102,168238.8218,1442.610025,8656.842534,144.8677704
1246,25000,98,29,0.105,169013.1471,1485.501343,8742.452446,145.2007689
1247,25000,98,29,0.108,169795.7505,1527.803215,8829.949842,145.536553
1248,25000,98,29,0.111,170585.8358,1567.177584,8919.291683,145.874384
1249,25000,98,29,0.114,171383.0192,1602.193286,9010.479899,146.2148462
1250,25000,98,29,0.117,172186.637,1634.295028,9103.483402,146.5572557
1251,25000,98,30,0.09,165354.2231,1253.556408,8346.08622,143.6205801
1252,25000,98,30,0.093,166083.7274,1300.682838,8423.483269,143.9369153
1253,25000,98,30,0.096,166825.4444,1347.112814,8502.995388,144.2579645
1254,25000,98,30,0.099,167578.2116,1392.768517,8584.549811,144.5830678
1255,25000,98,30,0.102,168341.0395,1436.850241,8668.089523,144.911772
1256,25000,98,30,0.105,169113.0521,1480.078525,8753.567365,145.2436765
1257,25000,98,30,0.108,169893.4709,1522.698915,8840.944722,145.5784257
1258,25000,98,30,0.111,170681.6019,1564.247854,8930.190427,145.9157036
1259,25000,98,30,0.114,171476.7131,1601.752881,9021.267028,146.2548041
1260,25000,98,30,0.117,172278.4729,1635.693239,9114.181483,146.5963298
1261,25000,98,31,0.09,165476.4458,1247.013796,8358.998271,143.6736508
1262,25000,98,31,0.093,166202.7497,1293.918371,8436.186496,143.9884807
1263,25000,98,31,0.096,166941.4668,1340.285444,8515.508535,144.3081186
1264,25000,98,31,0.099,167691.4153,1386.051129,8596.889825,144.6318937
1265,25000,98,31,0.102,168451.5901,1430.689371,8680.271883,144.9593456
1266,25000,98,31,0.105,169221.1007,1474.309291,8765.606264,145.2900673
1267,25000,98,31,0.108,169999.1561,1517.230126,8852.853222,145.6236978
1268,25000,98,31,0.111,170785.0512,1559.153674,8941.980592,145.9599156
1269,25000,98,31,0.114,171578.1552,1599.922419,9032.962864,146.2984341
1270,25000,98,31,0.117,172377.7918,1635.735825,9125.767521,146.6385761
1271,25000,98,32,0.09,165608.451,1240.266288,8372.968665,143.7309472
1272,25000,98,32,0.093,166331.2975,1287.094827,8449.930329,144.0441522
1273,25000,98,32,0.096,167066.7737,1333.337505,8529.046142,144.3622666
1274,25000,98,32,0.099,167813.6773,1379.036817,8610.239592,144.684608
1275,25000,98,32,0.102,168570.9857,1424.09128,8693.4506,145.010708
1276,25000,98,32,0.105,169337.7934,1468.16937,8778.629326,145.340153
1277,25000,98,32,0.108,170113.2957,1511.374131,8865.734793,145.6725755
1278,25000,98,32,0.111,170896.7753,1553.63991,8954.733753,146.007649
1279,25000,98,32,0.114,171687.5906,1594.947356,9045.599736,146.3450817
1280,25000,98,32,0.117,172485.0538,1634.397704,9138.299142,146.6841873
1281,25000,98,33,0.09,165750.8596,1233.269415,8388.069121,143.7927336
1282,25000,98,33,0.093,166469.9752,1279.939274,8464.785182,144.1041866
1283,25000,98,33,0.096,167201.9543,1326.120447,8543.677445,144.4206586
1284,25000,98,33,0.099,167945.5723,1371.741515,8624.667271,144.741454
1285,25000,98,33,0.102,168699.7878,1416.663461,8707.692853,145.0660965
1286,25000,98,33,0.105,169463.6788,1461.399276,8792.702835,145.3941648
1287,25000,98,33,0.108,170236.4262,1504.955904,8879.654907,145.7252851
1288,25000,98,33,0.111,171017.2993,1547.512225,8968.514645,146.0591246
1289,25000,98,33,0.114,171805.6449,1589.006973,9059.254537,146.3953864
1290,25000,98,33,0.117,172600.877,1629.578672,9151.853173,146.7338048
1291,25000,98,34,0.09,165904.3522,1226.222415,8404.37876,143.8592993
1292,25000,98,34,0.093,166619.4458,1272.758987,8480.828736,144.1688653
1293,25000,98,34,0.096,167347.6548,1318.735483,8559.478807,144.4835682
1294,25000,98,34,0.099,168087.7306,1364.154616,8640.24803,144.8026985
1295,25000,98,34,0.102,168838.6117,1409.052301,8723.072723,145.125771
1296,25000,98,34,0.105,169599.3584,1453.710455,8807.899881,145.4523564
1297,25000,98,34,0.108,170369.1357,1498.03319,8894.685752,145.7820738
1298,25000,98,34,0.111,171147.1988,1540.808517,8983.394634,146.1145841
1299,25000,98,34,0.114,171932.882,1582.662424,9073.997888,146.4495848
1300,25000,98,34,0.117,172725.5877,1623.460678,9166.4731,146.7868048
1301,25000,102,25,0.09,169620.5712,1520.343029,8074.359075,139.7573765
1302,25000,102,25,0.093,170473.756,1572.037337,8158.850709,140.1081168
1303,25000,102,25,0.096,171338.8673,1622.122897,8245.518303,140.4631757
1304,25000,102,25,0.099,172214.7094,1670.116382,8334.298863,140.8217267
1305,25000,102,25,0.102,173100.3185,1714.229255,8425.149821,141.1833501
1306,25000,102,25,0.105,173994.8414,1753.148705,8518.037528,141.5476754
1307,25000,102,25,0.108,174897.5197,1789.806419,8612.936111,141.914374
1308,25000,102,25,0.111,175807.6777,1823.116442,8709.82652,142.2831542
1309,25000,102,25,0.114,176724.7109,1853.199367,8808.695742,142.6537559
1310,25000,102,25,0.117,177648.077,1882.796438,8909.536138,143.0259466
1311,25000,102,26,0.09,169706.5623,1515.225326,8082.831163,139.7926321
1312,25000,102,26,0.093,170557.6013,1567.213181,8167.206289,140.142567
1313,25000,102,26,0.096,171420.6489,1617.687041,8253.763692,140.4966932
1314,25000,102,26,0.099,172294.5521,1666.162711,8342.444756,140.8543663
1315,25000,102,26,0.102,173178.3361,1712.173981,8433.206016,141.2151621
1316,25000,102,26,0.105,174071.1378,1754.318426,8526.013038,141.5787056
1317,25000,102,26,0.108,174972.1904,1792.625949,8620.839256,141.9446646
1318,25000,102,26,0.111,175880.8102,1827.47789,8717.665014,142.3127441
1319,25000,102,26,0.114,176796.386,1858.921773,8816.476759,142.6826808
1320,25000,102,26,0.117,177718.3693,1887.071726,8917.266375,143.0542397
1321,25000,102,27,0.09,169800.4794,1509.160877,8092.095281,139.8313091
1322,25000,102,27,0.093,170649.1144,1561.88832,8176.336765,140.1801582
1323,25000,102,27,0.096,171509.9087,1612.704784,8262.773461,140.5332665
1324,25000,102,27,0.099,172381.6949,1661.749436,8351.345528,140.8899816
1325,25000,102,27,0.102,173263.486,1708.477989,8442.008517,141.2498741
1326,25000,102,27,0.105,174154.4084,1754.009193,8534.727133,141.6125644
1327,25000,102,27,0.108,175053.6858,1794.415276,8629.474055,141.9777164
1328,25000,102,27,0.111,175960.6263,1830.953707,8726.228956,142.3450311
1329,25000,102,27,0.114,176874.6107,1863.971918,8824.977697,142.7142422
1330,25000,102,27,0.117,177795.0841,1893.55373,8925.711638,143.0851116
1331,25000,102,28,0.09,169902.6872,1502.76876,8102.190449,139.8733884
1332,25000,102,28,0.093,170748.7051,1555.911794,8186.285944,140.2210559
1333,25000,102,28,0.096,171607.0464,1607.305855,8272.590775,140.5730568
1334,25000,102,28,0.099,172476.5278,1656.874557,8361.043763,140.9287297
1335,25000,102,28,0.102,173356.1494,1704.224907,8451.599385,141.2876394
1336,25000,102,28,0.105,174245.0259,1750.504273,8544.221404,141.6494014
1337,25000,102,28,0.108,175142.3708,1795.108575,8638.881671,142.0136752
1338,25000,102,28,0.111,176047.4829,1833.468707,8735.559132,142.3801578
1339,25000,102,28,0.114,176959.735,1868.229199,8834.239001,142.7485793
1340,25000,102,28,0.117,177878.5646,1899.452099,8934.91207,143.1186985
1341,25000,102,29,0.09,170013.6457,1496.115443,8113.165583,139.919056
1342,25000,102,29,0.093,170856.8215,1549.220693,8197.101954,140.2654412
1343,25000,102,29,0.096,171712.4989,1601.50984,8283.263055,140.6162403
1344,25000,102,29,0.099,172579.4774,1651.485526,8371.586242,140.9707821
1345,25000,102,29,0.102,173456.743,1699.525007,8462.024822,141.3286252
1346,25000,102,29,0.105,174343.3977,1746.417302,8554.541529,141.6893798
1347,25000,102,29,0.108,175238.644,1792.555189,8649.107314,142.0527005
1348,25000,102,29,0.111,176141.7705,1834.795249,8745.700328,142.41828
1349,25000,102,29,0.114,177052.1413,1871.53102,8844.305082,142.7858446
1350,25000,102,29,0.117,177969.1859,1904.559088,8944.911745,143.1551495
1351,25000,102,30,0.09,170133.8579,1489.243856,8125.074456,139.9685155
1352,25000,102,30,0.093,170973.9537,1542.316064,8208.837702,140.3135121
1353,25000,102,30,0.096,171826.7442,1594.542372,8294.842421,140.6630096
1354,25000,102,30,0.099,172691.0104,1645.609599,8383.024377,141.0163264
