ID,WingArea,WingAspectRatio,Sweep,TaperRatio,Scale_MTO_new,Scale_MCL_new,Scale_MCR_new,BlockFuel,RampWeight,TakeoffFieldLength,LandingFieldLength,ClimbTime,ApproachSpeed,EndOfRunwayThrust,TopOfTheClimbThrust,MidCruiseThrust,Category
783,1399.449263,11.98546425,28.15315017,0.221786222,1.036479999,0.973609513,0.961616429,35852.4,150425.8,6331.93,5735,22.1,124,17493.2,5210,3304.717883,0
784,1399.449263,11.98546425,28.15315017,0.221785262,1.036479999,0.973609513,0.961616429,35852.4,150425.8,6331.93,5735,22.1,124,17493.2,5210,3304.717883,0
786,1399.449263,11.98546425,28.15315017,0.221776428,1.036534456,0.973609513,0.961616429,35852.4,150425.7,6331.93,5735,22.1,124,17493.2,5210,3304.710398,0
744,1399.449263,11.98546425,28.15315017,0.221785262,1.036479999,0.974854182,0.961616429,35852.1,150425.5,6331.91,5735,22.1,124,17493.2,5217,3304.747818,0
745,1399.651198,11.9849596,28.12212557,0.221537155,1.036589033,1.021030233,1.007753885,35866.3,150439.6,6331.9,5735,20,124,17493.35,5464.5,3306.609582,0
769,1399.449263,11.98546425,28.15315017,0.221749379,1.036479999,0.975796224,0.961616429,35851.9,150425.3,6331.9,5735,22,124,17493.2,5222,3304.762783,0
787,1399.449263,11.98546425,28.15315017,0.221785262,1.036560773,0.974854182,0.961616429,35852.1,150425.4,6331.9,5735,22.1,124,17493.2,5216.5,3304.733572,0
801,1399.450253,11.98578369,28.1531522,0.221751033,1.036626135,0.974686572,0.961616429,35852.1,150425.3,6331.9,5735,22.1,124,17493.2,5215,3304.726089,0
603,1399.650825,11.99635308,28.11368905,0.227962244,1.038430592,1.028279097,1.002437303,35863.8,150435.4,6331.89,5735,19.8,124,17493.3,5493.5,3306.878139,0
508,1399.727339,11.98546425,28.15786704,0.22785332,1.039734841,1.022729903,1.003378577,35871.7,150442.2,6331.88,5735,20.1,124,17493.4,5457,3307.486179,0
768,1399.449263,11.98546425,28.15315017,0.221785262,1.036479999,0.973609513,0.959930346,35851.7,150425.2,6331.88,5735,22.1,124,17493.2,5210,3304.710398,0
723,1399.650825,11.99635308,28.11368905,0.227962244,1.038430592,1.028279097,1.001810688,35863.6,150435.2,6331.87,5735,19.8,124,17493.3,5493.5,3306.884902,0
724,1399.650825,11.99806989,29.7650524,0.227524596,1.042025856,1.037885337,1.023809776,35866.6,150435,6331.86,5735,19.6,124,17493.3,5526.5,3306.986184,0
688,1399.727339,11.98546425,28.15786704,0.227844207,1.039734841,1.026324686,1.003973814,35871.1,150441.6,6331.84,5735,19.9,124,17493.4,5476,3307.567464,0
733,1399.727339,11.98546425,28.15786704,0.227844207,1.039734841,1.026324686,1.003973814,35871.1,150441.6,6331.84,5735,19.9,124,17493.4,5476,3307.567464,0
815,1399.474704,11.98546425,28.15287948,0.221708063,1.036479999,0.974854182,0.961616429,35852.2,150425.6,6331.82,5735,22.1,124,17493.2,5217,3304.747818,0
702,1399.743592,11.98546425,28.15786704,0.229412225,1.042262669,1.022729903,1.012300673,35873,150441.3,6331.76,5735,20.2,124,17493.4,5443.5,3307.397259,0
673,1399.769968,11.9414157,28.15318019,0.227267661,1.041339473,1.039970869,0.954020201,35883.5,150452.6,6331.73,5735,19.5,124,17493.65,5541.5,3311.014874,0
795,1399.727339,11.9731232,28.15905007,0.229468046,1.048834867,1.023735644,1.011055404,35881.8,150444.2,6331.73,5735,20.4,124,17493.5,5414.5,3308.482289,0
704,1399.622714,11.98546425,28.15315017,0.232781746,1.042329408,0.973609513,0.961616429,35865.1,150433.3,6331.72,5735,22.4,124,17493.3,5180.5,3306.123921,0
582,1399.633351,11.98775083,28.15838653,0.22785332,1.042781708,1.038129157,1.003378577,35865.8,150433.6,6331.69,5735,19.6,124,17493.35,5523.5,3307.630591,0
662,1399.780942,11.98546425,28.29312061,0.231914681,1.039734841,1.021931345,1.003943506,35872.2,150442.7,6331.69,5735,20.1,124,17493.45,5452.5,3307.476472,0
665,1399.633351,11.98775083,28.15838653,0.22785332,1.042781708,1.038129157,1.003378577,35865.8,150433.6,6331.69,5735,19.6,124,17493.35,5523.5,3307.630591,0
731,1399.633351,11.98775083,28.15838653,0.22785332,1.042781708,1.038129157,1.003378577,35865.8,150433.6,6331.69,5735,19.6,124,17493.35,5523.5,3307.630591,0
746,1399.697715,11.99696557,29.83136166,0.228210352,1.04105458,1.03690556,1.020155187,35866.4,150435.7,6331.68,5735,19.6,124,17493.35,5526.5,3307.058227,0
751,1399.641982,11.98548362,28.15315897,0.227210701,1.036956025,1.018513864,0.965847827,35860.3,150433.3,6331.63,5735,20.1,124,17493.35,5449,3307.371657,0
803,1399.719746,11.98027402,28.15324383,0.221776428,1.035920034,0.955573674,0.963979905,35865.8,150439.7,6331.59,5735,23.1,124,17493.45,5116,3305.010086,0
664,1399.880098,11.98720703,28.15308955,0.227844302,1.041587031,1.039370272,1.031638575,35876.9,150445.7,6331.46,5735,19.5,124,17493.55,5537,3307.845189,0
669,1399.649555,11.98589953,28.15768005,0.221785262,1.036441705,1.022080829,1.004813927,35858,150431.4,6331.44,5735,20,124,17493.64167,5471,3305.960385,0
721,1399.754283,11.99635308,29.89580121,0.227855584,1.038360297,1.028849517,1.000527382,35863.3,150435,6331.4,5735,19.8,124,17493.4,5497,3306.988539,0
1025,1399.359036,11.98501806,27.92988215,0.220481295,1.036103756,1.011791535,0.950326839,35839,150412.8,6331.37,5735,20.4,124,17493.2,5417,3305.557386,0
839,1399.422502,11.98773146,28.15837773,0.221785262,1.042164229,0.974854182,0.961616429,35847.9,150416.3,6331.36,5735,22.3,124,17493.25,5188,3304.483148,0
820,1399.449263,11.99190989,28.15815454,0.221785262,1.040783813,1.04467553,1.002385898,35848.5,150418.1,6331.35,5735,19.2,124,17493.25,5572.5,3306.155118,0
708,1399.756195,11.97501942,28.15785604,0.221785262,1.036441705,1.022805519,1.004898746,35865.2,150438.7,6331.33,5735,19.9,124,17493.5,5474.5,3306.704753,0
722,1399.890527,11.98775083,28.15838653,0.227959979,1.042781708,1.034565106,1.030538957,35876.7,150444.5,6331.32,5735,19.7,124,17493.55,5504.5,3307.681658,0
678,1399.754022,11.98117783,28.19337237,0.227267661,1.048914662,1.023709259,1.011833965,35874.9,150437.3,6331.28,5735,20.4,124,17493.5,5414,3307.789484,0
761,1399.650825,11.99191441,28.12391991,0.221805449,1.036489594,1.028279097,1.002437303,35855.7,150429.1,6331.27,5735,19.7,124,17493.4,5504.5,3306.073736,0
630,1399.698088,11.98589953,28.15768005,0.221785262,1.036556514,1.022052262,1.004813927,35858,150431.4,6331.21,5735,20,124,17493.45,5470,3305.975118,0
752,1399.449263,11.98773146,28.15837773,0.221785262,1.042305682,0.974854182,0.961616429,35847.9,150416.1,6331.21,5735,22.3,124,17493.25,5187.5,3304.483148,0
658,1399.901427,11.93922676,28.1578411,0.222861233,1.042273281,0.979971905,0.966255717,35885.1,150453.4,6331.2,5735,22.1,124,17484.59348,5215,3308.130764,0
777,1399.698088,11.98589953,28.17921219,0.221785262,1.037001202,1.022052262,1.003304085,35857.2,150430.1,6331.12,5735,20,124,17493.45,5467.5,3305.960222,0
692,1399.753111,11.97609067,28.12655966,0.226735763,1.047946751,1.035667814,1.00814626,35871.7,150434.9,6331.1,5735,19.9,124,17493.55,5482.5,3308.051385,0
713,1399.727339,11.98546425,28.15786704,0.229542305,1.048834867,1.022729903,1.015471173,35869.4,150431.7,6331.1,5735,20.4,124,17493.45,5409,3307.154041,0
729,1399.753111,11.97609067,28.17006257,0.226735763,1.047946751,1.035667814,1.00814626,35871.7,150434.9,6331.1,5735,19.9,124,17493.55,5482.5,3308.051385,0
836,1399.449263,11.98546425,28.15791944,0.224522411,1.036479999,1.022508041,0.961616429,35841.1,150414.6,6331.09,5735,19.9,124,17493.3,5473,3305.79068,0
739,1399.71225,11.98546425,28.15585722,0.229542305,1.049974182,1.022494643,1.015107184,35868.4,150429.8,6331.05,5735,20.5,124,17493.45,5402,3307.095778,0
799,1399.650825,11.98510654,28.114284,0.222995611,1.038357521,1.028279097,1.002413019,35854.3,150426.1,6331.04,5735,19.8,124,17493.4,5494.5,3306.00804,0
835,1399.744285,11.98546425,28.15309778,0.221796646,1.04317016,0.973905006,1.003378577,35863.9,150431.3,6331.02,5735,22.4,124,17493.5,5178,3304.631281,0
552,1399.727339,11.98546425,28.15786704,0.229542305,1.048834867,1.022729903,1.011460986,35867.9,150430.3,6331,5735,20.4,124,17493.5,5409,3307.132367,0
727,1399.744285,11.98546425,28.15286845,0.224542629,1.036711439,1.020872788,1.003378577,35857.8,150431,6331,5735,20,124,17493.5,5463,3305.959544,0
655,1399.727339,11.98546425,28.1580525,0.229468702,1.048834867,1.022823972,1.011137499,35867.8,150430.2,6330.99,5735,20.4,124,17493.5,5409.5,3307.132367,0
646,1399.727339,11.98546425,28.15905007,0.229468046,1.048834867,1.023735644,1.011055404,35867.6,150430,6330.97,5735,20.4,124,17493.5,5414.5,3307.154731,0
726,1399.757374,11.97307326,29.85621529,0.224542629,1.042262669,1.022729903,1.003378577,35867.5,150435.8,6330.97,5735,20.2,124,17493.6,5443.5,3307.096245,0
732,1399.727339,11.98546425,28.15905007,0.229468046,1.048834867,1.023735644,1.011055404,35867.6,150430,6330.97,5735,20.4,124,17493.5,5414.5,3307.154731,0
881,1399.637014,11.98075171,27.78567576,0.219678716,1.041453205,0.970575486,0.962847157,35857.6,150426.5,6330.97,5735,22.5,124,17493.45,5169,3305.149554,0
689,1399.693468,11.98589953,28.15768005,0.221785262,1.038882374,1.023183708,1.004813927,35856,150427.3,6330.95,5735,20,124,17493.45,5464,3305.909433,0
705,1399.694548,11.98546021,28.15768005,0.221737329,1.038882374,1.023174196,1.004813927,35856.1,150427.3,6330.95,5735,20,124,17493.45,5463.5,3305.909433,0
743,1399.693468,11.98589953,28.15768005,0.221785262,1.038882374,1.023183708,1.004813927,35856,150427.3,6330.95,5735,20,124,17493.45,5464,3305.909433,0
887,1399.449263,11.99164516,28.15301679,0.220949714,1.036869186,1.037022298,0.96663961,35839.6,150412.6,6330.95,5735,19.4,124,17493.3,5551,3306.068005,0
716,1399.753111,11.97609067,28.12655966,0.226735763,1.048975948,1.035667814,1.006915531,35870.6,150432.8,6330.94,5735,19.9,124,17493.55,5477,3308.014789,0
660,1399.449263,11.99164516,28.1531521,0.221785262,1.036479999,1.042744784,0.96663961,35838.6,150412,6330.9,5735,19.1,124,17493.3,5586,3306.18896,0
684,1399.721956,11.98546425,28.15584434,0.229542305,1.049974182,1.022729903,1.011256633,35867,150428.4,6330.9,5735,20.5,124,17493.5,5403,3307.088321,0
776,1399.721956,11.98546425,28.15584434,0.232321605,1.049974182,1.022729903,1.011256633,35867,150428.4,6330.9,5735,20.5,124,17493.5,5403,3307.088321,0
738,1399.753582,11.98568333,28.19337237,0.227792601,1.048914662,1.023709259,1.011833965,35867.8,150430.2,6330.89,5735,20.4,124,17493.5,5414,3307.154731,0
797,1399.743562,11.98546425,28.15786704,0.224542629,1.037239763,1.022729903,1.002869155,35856.8,150429.5,6330.89,5735,20,124,17493.5,5470,3305.974441,0
960,1399.742564,11.98546425,28.15595826,0.2267276,1.036096805,1.015552887,0.950695292,35855.8,150429.5,6330.89,5735,20.2,124,17493.5,5437,3307.347068,0
748,1399.649555,11.98589953,29.72656656,0.219950641,1.041078957,1.022080829,1.004813927,35854.6,150423.9,6330.88,5735,20.1,124,17493.45,5446.5,3305.784942,0
812,1399.633925,11.99515023,28.27773857,0.224593911,1.036479999,1.036382413,1.003041729,35847,150420.4,6330.86,5735,19.4,124,17493.4,5549.5,3305.513796,0
709,1399.707192,11.98552586,28.15315007,0.221785262,1.036479999,0.978801334,0.96663961,35853.8,150427.2,6330.85,5735,21.9,124,17493.5,5238,3304.947726,0
758,1399.693468,11.98589953,28.15768005,0.221785262,1.038882374,1.023183708,1.00077694,35854.6,150425.9,6330.84,5735,20,124,17493.74167,5464,3305.901982,0
833,1399.641982,11.98775083,28.15838653,0.227210701,1.042781708,1.024411756,0.966422193,35855,150422.8,6330.84,5735,20.1,124,17493.45,5450,3307.263951,0
695,1399.641982,11.98775083,28.15838653,0.227210701,1.042781708,1.024411756,0.965847827,35854.8,150422.5,6330.82,5735,20.1,124,17493.45,5450,3307.263951,0
778,1399.637645,11.98545194,28.27192168,0.224542629,1.042141205,1.022078844,1.004803599,35853.8,150422.1,6330.79,5735,20.2,124,17493.45,5440.5,3305.740883,0
792,1399.460042,11.98546425,28.15833764,0.221785262,1.036483815,1.038359071,0.961616429,35837.6,150411,6330.78,5735,19.3,124,17493.3,5561,3306.090346,0
770,1399.637645,11.98545194,28.05969154,0.224578513,1.042585893,1.019892133,1.003293757,35853.4,150421.3,6330.73,5735,20.3,124,17493.45,5426.5,3305.658205,0
810,1399.637645,11.98545194,28.12846692,0.224523307,1.042585893,1.019892133,1.003293757,35853.4,150421.3,6330.73,5735,20.3,124,17493.45,5426.5,3305.658205,0
707,1399.637645,11.98545194,28.29345382,0.224542629,1.042585893,1.022078844,1.003293757,35852.9,150420.9,6330.7,5735,20.2,124,17493.45,5438,3305.719197,0
822,1399.641982,11.98775083,28.15840385,0.229270594,1.042884365,1.024411756,0.961648378,35853,150420.7,6330.69,5735,20.1,124,17493.45,5449,3307.249035,0
740,1399.908973,11.98775083,28.58975126,0.22785332,1.042781708,1.038364417,1.01120972,35869.2,150437,6330.67,5735,19.6,124,17493.65,5525,3307.727447,0
808,1399.449263,11.99470502,28.1531521,0.222081884,1.038420997,1.042744784,0.96663961,35837.2,150408.9,6330.67,5735,19.2,124,17493.35,5574.5,3306.10659,0
749,1399.650825,11.99635308,28.11368905,0.222995611,1.038430592,1.028279097,1.002437303,35847.2,150418.9,6330.65,5735,19.8,124,17493.4,5494,3305.273151,0
809,1399.650825,11.99662151,28.04491367,0.223050817,1.038430592,1.028279097,1.002437303,35847.2,150418.9,6330.65,5735,19.8,124,17493.4,5494,3305.273151,0
765,1399.744285,11.97782281,28.44513592,0.224542629,1.042585893,1.022803534,1.003378577,35860.1,150428.1,6330.64,5735,20.2,124,17493.84167,5442,3306.389103,0
796,1399.99365,11.98075171,28.15315017,0.221776428,1.032717403,0.973609513,0.967875127,35866,150442.8,6330.6,5735,22,124,17484.54348,5229,3305.698388,0
864,1399.735362,11.99515023,27.88193083,0.224801023,1.036479999,1.037501005,1.011329727,35850,150423.4,6330.58,5735,19.3,124,17493.5,5556,3305.645232,0
800,1399.694548,11.99670676,28.15708509,0.221737329,1.038955445,1.023174196,1.00483821,35848.9,150420.1,6330.56,5735,20,124,17493.45,5463.5,3305.211007,0
841,1399.466483,11.98597802,28.15315176,0.221767349,1.049974182,1.022729903,1.002334536,35846.7,150408.1,6330.52,5735,20.5,124,17493.35,5403,3305.367032,0
649,1399.899268,11.98775083,28.15838653,0.22785332,1.042781708,1.038129157,1.003378577,35866.5,150434.2,6330.51,5735,19.6,124,17484.44348,5523.5,3307.688428,0
699,1399.899268,11.98775083,28.15838653,0.22785332,1.042781708,1.038129157,1.003378577,35866.5,150434.2,6330.51,5735,19.6,124,17484.44348,5523.5,3307.688428,0
717,1399.899268,11.98775083,28.15838653,0.22785332,1.042781708,1.038129157,1.003378577,35866.5,150434.2,6330.51,5735,19.6,124,17484.44348,5523.5,3307.688428,0
859,1399.99365,11.97276513,28.15315017,0.217951262,1.035450801,0.973609513,0.962847157,35869.1,150443.4,6330.5,5735,22.1,124,17484.59348,5215,3306.240089,0
827,1399.635913,11.98546425,28.12907649,0.221015218,1.034740607,1.021468332,0.961616429,35843.1,150418.1,6330.49,5735,19.9,124,17493.5,5476.5,3305.899421,0
710,1399.449263,11.99515023,28.1531522,0.221785262,1.036479999,1.036382413,0.961616429,35830.9,150404.4,6330.48,5735,19.4,124,17493.3,5549.5,3305.28927,0
816,1399.718874,11.98546425,28.15313914,0.224619829,1.041734345,1.020872788,1.003378577,35854,150422.7,6330.48,5735,20.2,124,17493.55,5436,3305.762392,0
831,1399.443853,11.98536648,28.15833752,0.221056095,1.042857082,1.019440618,0.961616429,35837.1,150404.8,6330.41,5735,20.3,124,17493.35,5422.5,3305.473401,0
798,1399.744316,11.98546425,28.15286845,0.224542629,1.041734345,1.020872788,1.003378577,35854.1,150422.8,6330.39,5735,20.2,124,17493.55,5436,3305.762392,0
788,1399.641982,11.98775083,28.15838653,0.227210701,1.042781708,1.024411756,0.950559942,35848.6,150416.4,6330.37,5735,20.1,124,17493.5,5449.5,3307.219197,0
753,1399.827524,11.98552586,28.34489253,0.221785262,1.036479999,0.978801334,0.96663961,35854,150427.4,6330.33,5735,21.9,124,17493.65,5238,3304.950384,0
760,1399.635913,11.98546425,29.92211134,0.221015218,1.036156775,1.021468332,0.961616429,35842,150415.7,6330.32,5735,20,124,17493.5,5469,3305.847924,0
834,1399.743592,11.98546425,28.15786704,0.224542629,1.042164115,1.022729903,1.003378577,35853.4,150421.7,6330.31,5735,20.2,124,17493.55,5444,3305.784767,0
638,1399.743592,11.98546425,28.15786704,0.224542629,1.042262669,1.022729903,1.003378577,35853.3,150421.5,6330.3,5735,20.2,124,17493.55,5443.5,3305.777309,0
682,1399.744285,11.98546425,28.15786704,0.224542629,1.042585893,1.022803534,1.003378577,35853,150421,6330.25,5735,20.2,124,17493.6,5442,3305.763083,0
832,1399.671633,11.99034359,28.15315017,0.221750127,1.042348207,0.973609513,0.959930346,35848,150416.2,6330.21,5735,22.4,124,17493.55,5180.5,3304.533045,0
806,1399.449263,11.99164516,28.15763682,0.221793064,1.042136618,1.044048255,0.96663961,35834.2,150402.5,6330.2,5735,19.3,124,17493.4,5561,3305.990156,0
781,1399.448282,11.9856342,28.15767621,0.221785262,1.042354454,1.04467553,0.967811982,35834.3,150402.5,6330.19,5735,19.3,124,17493.4,5563.5,3305.98339,0
865,1399.622287,11.98787577,28.15596079,0.22102096,1.040715344,1.018943822,0.971220231,35842.9,150412.6,6330.17,5735,20.3,124,17493.5,5431,3305.641218,0
728,1399.449263,11.99164516,28.15815069,0.221785262,1.042354454,1.04467553,0.96663961,35833.9,150402,6330.16,5735,19.3,124,17493.4,5563.5,3305.98339,0
764,1399.449263,11.99164516,28.15815069,0.220677465,1.042354454,1.04467553,0.96663961,35833.9,150402,6330.16,5735,19.3,124,17493.4,5563.5,3305.98339,0
826,1399.449263,11.99127432,28.15815069,0.220677465,1.042354454,1.04467553,0.96663961,35833.9,150402,6330.16,5735,19.3,124,17493.4,5563.5,3305.98339,0
876,1399.449263,11.99127432,28.15815069,0.220677465,1.042354454,1.04467553,0.96663961,35833.9,150402,6330.16,5735,19.3,124,17493.4,5563.5,3305.98339,0
944,1399.460042,11.98546425,28.15839568,0.222788551,1.04242787,1.049986736,0.969315082,35833.7,150401.8,6330.1,5735,19.1,124,17493.4,5593,3306.094408,0
996,1399.786011,11.98546425,28.15904328,0.224959814,1.030727041,1.038359071,0.961616429,35842.6,150421.2,6330.05,5735,19.1,124,17493.65,5593.5,3306.414983,0
869,1399.635131,11.99164577,28.15815067,0.21970454,1.038882374,1.022026914,0.96348108,35840.6,150411.9,6330.03,5735,20.1,124,17493.55,5457.5,3305.753726,0
880,1399.713322,11.98403737,28.15837723,0.224833072,1.049909592,1.022729903,1.007196852,35856.1,150417.6,6329.99,5735,20.5,124,17493.65,5403.5,3306.109039,0
867,1399.645453,11.98790012,28.15813642,0.221016416,1.038819942,1.019440618,0.961616429,35840.6,150411.9,6329.98,5735,20.2,124,17493.55,5444,3305.699496,0
824,1399.666223,11.9879433,28.15833752,0.22102096,1.049802986,1.02370264,1.010890099,35850.1,150411.6,6329.88,5735,20.4,124,17493.55,5409,3305.513019,0
886,1399.734352,11.98546425,28.15315017,0.221786976,1.047994201,1.020743263,1.008595855,35851.4,150414.5,6329.82,5735,20.5,124,17493.6,5403,3305.519083,0
924,1399.703383,11.99164516,28.15584468,0.224672247,1.036555277,1.042744784,0.967084782,35839.3,150412.6,6329.81,5735,19.2,124,17493.6,5585.5,3306.283158,0
947,1399.71328,11.98782782,27.85916828,0.224706298,1.047106824,1.022729903,1.002334536,35849.3,150413.2,6329.81,5735,20.4,124,17493.6,5418,3305.571317,0
706,1399.726259,11.98590357,28.15905007,0.223063116,1.048834867,1.023745156,1.011055404,35851,150413.4,6329.73,5735,20.4,124,17493.65,5414.5,3305.542867,0
793,1399.633925,11.99515023,28.15315008,0.221023429,1.036479999,1.036382413,0.961616429,35831.4,150404.8,6329.69,5735,19.4,124,17493.5,5549.5,3305.39291,0
955,1399.641579,11.98565102,28.14747334,0.219560338,1.042141205,1.017898095,0.962933127,35838.9,150407.3,6329.69,5735,20.4,124,17493.30833,5418,3305.531383,0
807,1399.449263,11.99377066,28.1531522,0.211038465,1.036479999,1.036382413,0.961616429,35821.2,150394.6,6329.6,5735,19.4,124,17493.45,5550,3304.412378,0
712,1399.630827,11.98787577,28.15833752,0.22102096,1.042823286,1.019440618,0.961616429,35837.5,150405.3,6329.58,5735,20.3,124,17493.6,5422.5,3305.531383,0
846,1399.630827,11.98787577,28.15833752,0.22102096,1.04298922,1.019440618,0.961616429,35837.4,150405,6329.56,5735,20.3,124,17493.6,5422,3305.531383,0
889,1399.460042,11.98508213,28.15297136,0.205322232,1.036483815,1.036218377,0.961616429,35821.2,150394.6,6329.56,5735,19.4,124,17493.45,5549,3304.412378,0
789,1399.63946,11.9855122,28.15580463,0.220860598,1.042887876,1.019440618,0.961616429,35837.5,150405.2,6329.53,5735,20.3,124,17493.6,5422.5,3305.531383,0
931,1399.25258,11.98546616,28.15833764,0.202054529,1.036190651,1.018672183,0.961616429,35807.8,150381.4,6329.53,5735,20.1,124,17493.05833,5454,3302.276924,0
963,1399.510069,11.99516799,28.1230014,0.221858977,1.042013832,1.037893566,0.961616429,35826.7,150395.2,6329.52,5735,19.5,124,17493.45,5527,3305.143468,0
899,1399.471183,11.98564725,28.14010614,0.221785262,1.049194471,1.026439121,0.963856716,35831.9,150394,6329.47,5735,20.3,124,17493.5,5427,3305.357762,0
927,1399.631848,11.98570286,28.15291241,0.221755035,1.041928844,1.030370725,0.960123266,35835.2,150403.7,6329.47,5735,19.8,124,17493.6,5486,3305.785632,0
941,1399.662522,11.98806681,28.15833752,0.221045575,1.042823286,1.019440618,0.961616429,35837.6,150405.3,6329.45,5735,20.3,124,17493.6,5422.5,3305.531383,0
762,1399.449263,11.99374912,28.1531521,0.211335087,1.038420997,1.042744784,0.96663961,35820.3,150392,6329.41,5735,19.2,124,17493.20833,5575,3304.465935,0
828,1399.448282,11.9856342,29.95071107,0.221785262,1.047643903,1.04467553,0.962337558,35828.4,150391.8,6329.4,5735,19.5,124,17493.20833,5533.5,3305.769137,0
863,1399.448253,11.98775278,28.15320342,0.221888409,1.049514203,1.024371835,0.958882556,35830.1,150391.9,6329.4,5735,20.4,124,17493.20833,5414,3305.290585,0
909,1399.639673,11.9855122,28.15816669,0.218801265,1.041382075,1.038857961,0.961449129,35834.2,150403.3,6329.39,5735,19.5,124,17493.6,5536,3305.966059,0
893,1399.449263,11.98549893,28.15310113,0.211264048,1.038606551,1.018513718,0.952354019,35819.9,150391.4,6329.37,5735,20.2,124,17493.5,5440,3303.949061,0
1011,1399.44837,11.98565469,27.89416322,0.214576834,1.03600426,1.043671684,0.955077193,35817.3,150391.1,6329.35,5735,19.1,124,17493.5,5594,3304.531625,1
1003,1399.459117,11.9891592,28.39458507,0.221785262,1.049387007,1.036502945,0.962457046,35829,150390.9,6329.28,5735,19.9,124,17493.5,5479.5,3305.545458,0
967,1399.460042,11.97759497,28.1559536,0.20328543,1.036097444,1.015552887,0.95136138,35811.9,150385.7,6328.75,5735,20.2,124,17493.6,5437.5,3303.0465,0
845,1399.99365,11.98075171,28.15315017,0.221776428,1.035284867,0.973609513,0.962847157,35862.1,150436.6,6330.14,5734,22.1,124,17484.59348,5216,3305.572055,0
715,1399.99365,11.98075171,28.15315017,0.221776428,1.035450801,0.973609513,0.962847157,35862,150436.3,6330.11,5734,22.1,124,17484.59348,5215,3305.557804,0
773,1399.99365,11.98075171,28.15315017,0.221776428,1.035450801,0.973609513,0.962847157,35862,150436.3,6330.11,5734,22.1,124,17484.59348,5215,3305.557804,0
825,1399.99365,11.98112255,28.15315017,0.221776428,1.035450801,0.973609513,0.962847157,35862,150436.3,6330.11,5734,22.1,124,17484.59348,5215,3305.557804,0
838,1399.99365,11.98075171,28.15315017,0.221776428,1.035450801,0.973609513,0.962847157,35862,150436.3,6330.11,5734,22.1,124,17484.59348,5215,3305.557804,0
856,1399.990696,11.98112255,28.15315017,0.221776428,1.035450801,0.973609513,0.962847157,35862,150436.3,6330.11,5734,22.1,124,17484.59348,5215,3305.557804,0
884,1399.994612,11.98075171,28.15315017,0.22178455,1.035450801,0.973609513,0.962847157,35862,150436.3,6330.11,5734,22.1,124,17484.59348,5215,3305.557804,0
855,1399.99365,11.98075171,28.15315017,0.221776428,1.035450801,0.973609513,0.957805933,35860,150434.3,6329.97,5734,22.1,124,17484.89783,5215,3305.542829,0
847,1399.946973,11.9919105,28.15815453,0.221785262,1.038561772,1.021906715,1.003769472,35856.8,150428.3,6329.85,5734,20.1,124,17484.54348,5458.5,3305.940341,0
871,1399.946973,11.9919105,28.15815453,0.221755165,1.038520101,1.020542168,1.002608311,35856.7,150428.3,6329.85,5734,20.1,124,17484.54348,5451.5,3305.910537,0
782,1399.946973,11.9919105,28.15815453,0.221785262,1.038882374,1.023183708,1.003641555,35856.2,150427.5,6329.78,5734,20,124,17484.84783,5463.5,3305.947791,0
850,1399.726259,11.98590357,28.15901486,0.223063116,1.049390199,1.023745156,1.011055404,35850.6,150412.5,6329.67,5734,20.4,124,17493.65,5411.5,3305.513718,0
885,1399.99365,11.98112255,28.15315017,0.221775674,1.036970803,0.988133293,0.962847157,35857.4,150430.4,6329.67,5734,21.5,124,17484.64348,5285,3305.827968,0
772,1399.734352,11.98546425,28.15315017,0.221786222,1.049514203,1.020743263,1.008595855,35850.3,150412.1,6329.64,5734,20.5,124,17493.65,5395,3305.444738,0
818,1399.734352,11.98775278,28.1580449,0.22490417,1.049514203,1.025481996,1.008595855,35849.3,150411,6329.56,5734,20.3,124,17493.65,5420,3305.550328,0
878,1399.713322,11.98553929,28.15817033,0.221715124,1.049289057,1.023394705,1.002334536,35847.6,150409.6,6329.54,5734,20.4,124,17493.65,5410,3305.505556,0
817,1399.713322,11.98553929,28.1534825,0.221715124,1.049909592,1.020779417,1.002334536,35847.7,150409.2,6329.51,5734,20.6,124,17493.65,5393,3305.415596,0
895,1399.703847,11.98558165,29.26714514,0.21599677,1.049974182,1.024265737,1.002334536,35846.9,150408.3,6329.49,5734,20.4,124,17493.65,5411,3305.483864,0
790,1399.713322,11.98782782,28.15837723,0.224833072,1.049909592,1.022729903,1.002334536,35847.3,150408.7,6329.48,5734,20.5,124,17493.65,5403.5,3305.468232,0
837,1399.713322,11.98782782,28.15837723,0.224833072,1.049909592,1.022729903,1.002334536,35847.3,150408.7,6329.48,5734,20.5,124,17493.65,5403.5,3305.468232,0
853,1399.712901,11.98555399,28.15837723,0.224833072,1.049909592,1.022729903,1.002403877,35847.3,150408.8,6329.48,5734,20.5,124,17493.65,5403.5,3305.468232,0
949,1399.721956,11.99230123,28.15581621,0.224671113,1.041169252,1.022729903,0.965179057,35839.7,150408.9,6329.44,5734,20.1,124,17484.44348,5449,3305.70817,0
701,1399.721956,11.98546425,28.15584434,0.22467271,1.049974182,1.022729903,1.002334536,35847.3,150408.6,6329.43,5734,20.5,124,17484.44348,5403,3305.468232,0
754,1399.721956,11.98546425,28.15584434,0.22467271,1.049974182,1.022729903,1.002334536,35847.3,150408.6,6329.43,5734,20.5,124,17484.44348,5403,3305.468232,0
