Altitude,Mach,CL,CD Total,LOD
30000,0.2,1.218828285,0.089932804,13.55265521
30000,0.2,1.439390485,0.122205848,11.77840921
30000,0.3,0,0.025238033,0
30000,0.3,0.101569024,0.024542381,4.138515493
30000,0.3,0.203138048,0.02476763,8.201755598
30000,0.3,0.304707071,0.025935862,11.74848443
30000,0.3,0.406276095,0.028079557,14.46875017
30000,0.3,0.507845119,0.031236389,16.25812507
30000,0.3,0.609414143,0.035465126,17.18347604
30000,0.3,0.710983166,0.040828861,17.4137399
30000,0.3,0.81255219,0.047389565,17.14622597
30000,0.3,0.914121214,0.055207828,16.55781883
30000,0.3,1.218828285,0.086788108,14.04372457
30000,0.3,1.439390485,0.117878427,12.21080499
30000,0.4,0,0.024202542,0
30000,0.4,0.101569024,0.023508578,4.32050905
30000,0.4,0.203138048,0.023729117,8.560708264
30000,0.4,0.304707071,0.024883703,12.24524626
30000,0.4,0.406276095,0.027002323,15.04596827
30000,0.4,0.507845119,0.030118262,16.86170069
30000,0.4,0.609414143,0.034284051,17.7754415
30000,0.4,0.710983166,0.039558019,17.97317419
30000,0.4,0.81255219,0.045997522,17.66512966
30000,0.4,0.914121214,0.053658722,17.03583649
30000,0.4,1.218828285,0.084511692,14.42200784
30000,0.4,1.439390485,0.11479414,12.53888469
30000,0.5,0,0.023388649,0
30000,0.5,0.101569024,0.022697141,4.474969953
30000,0.5,0.203138048,0.022911988,8.866015817
30000,0.5,0.304707071,0.024049555,12.66996712
30000,0.5,0.406276095,0.026136695,15.5442796
30000,0.5,0.507845119,0.029201805,17.39088111
30000,0.5,0.609414143,0.0332893,18.30660732
30000,0.5,0.710983166,0.038451446,18.49041427
30000,0.5,0.81255219,0.044739775,18.16174064
30000,0.5,0.914121214,0.052204842,17.51027642
30000,0.5,1.218828285,0.082147501,14.83707076
30000,0.5,1.439390485,0.111416061,12.91905738
30000,0.6,0,0.022699041,0
30000,0.6,0.101569024,0.022011251,4.614413965
30000,0.6,0.203138048,0.022220098,9.142086052
30000,0.6,0.304707071,0.023338184,13.05616028
30000,0.6,0.406276095,0.025388657,16.00226806
30000,0.6,0.507845119,0.028394969,17.88503868
30000,0.6,0.609414143,0.03239179,18.81384582
30000,0.6,0.710983166,0.037423932,18.99808834
30000,0.6,0.81255219,0.043535994,18.66391726
30000,0.6,0.914121214,0.050771817,18.00450069
30000,0.6,1.218828285,0.079646046,15.30306081
30000,0.6,1.439390485,0.107897015,13.34041062
30000,0.7,0,0.022096709,0
